Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst H2,log_P(MMM)_H2
1.33,0.104,6.10974,10.12495,2624.11,0.69624,0.897080083,2.906183277,2.242653731
0.965,0.314,11.60096,13.92238,4180.3,0.8314,1.859851239,1.425647388,4.499283359
1.33,0.403,16.12887,21.17734,5466.39,0.8933,3.346645487,1.018752119,0.486818383
1.44,0.2104,10.38047,14.77307,4698.2,0.8501,1.997668877,1.522797905,2.564966595
1.44,0.2104,31.65422,37.21966,5551.2,0.95802,9.053982535,0.459304815,2.565207606
1.09,0.26,26.64057,30.35991,6953.22,0.94302,7.045980962,0.606491901,3.356564707
1.311,0.149,10.477,14.02655,4082.42,0.83682,1.758065838,1.537193325,1.774469988
1.44,0.2104,5.94989,9.17575,1464.9,0.58758,0.632457271,4.663227166,2.564899893
1.33,0.403,13.27226,20.39496,5954.78,0.89468,3.609137813,1.04138199,0.486818714
1.418,0.152,15.52227,24.25419,6278.98,0.91262,4.639088266,0.859183272,2.177477747
1.306,0.166,17.62078,20.46557,5663.19,0.89468,3.403377967,1.065147313,1.268332982
1.33,0.104,12.05657,12.5848,2205.94,0.70538,0.962595014,3.189070671,2.242847883
0.75,0.29,16.72391,18.5016,5599.97,0.87494,2.871621511,1.269005329,4.127163908
1.386,0.1057,4.03039,5.07969,988.368,0.61912,0.534493624,5.135335529,-1.020565642
1.418,0.152,5.1227,5.4813,1399.64,0.61972,0.494100013,4.285475434,2.177193303
1.386,0.1057,11.10684,17.86899,5218.62,0.84934,2.382346836,1.563707253,-1.020565516
1.386,0.1057,22.89921,24.23226,4095.95,0.82914,1.892719852,1.904529195,-1.020565518
1.311,0.149,40.48074,43.44092,4211.14,0.96232,8.245677172,0.369676428,1.77451106
1.306,0.166,5.51702,10.84525,2371.14,0.69264,0.793442052,2.680707793,1.268301971
1.241,0.225,4.2579,5.0116,470.669,0.4846,0.400651493,6.638693365,1.630295591
1.386,0.1057,3.93087,5.33307,1132.67,0.60896,0.526499628,5.083851682,-1.020565847
0.965,0.314,11.10563,15.1411,3739.25,0.80882,1.738463192,1.692984949,4.489032906
1.418,0.152,7.78405,8.80758,3007.7,0.7064,0.98960245,2.928982399,2.177341932
1.311,0.149,4.75385,5.87158,1483.35,0.59392,0.562733319,4.985430411,1.774311499
1.22,0.25,4.01377,4.79857,1178.23,0.59212,0.493511473,5.424082139,3.766395867
1.44,0.2104,9.06013,12.96226,814.364,0.58428,0.601833683,4.713582806,2.562186209
1.33,0.104,9.4936,12.98092,4554.41,0.83182,1.815733064,1.654979601,2.24286665
1.418,0.152,5.79444,7.08547,1778.89,0.6586,0.674743923,3.910338716,2.177277878
0.965,0.314,3.8221,5.4847,212.345,0.44154,0.224258338,5.463545093,4.37381967
0.965,0.314,6.55123,9.12316,1230.03,0.64436,0.491363993,3.335660368,4.459478201
1.241,0.225,9.08126,9.58473,1501.08,0.61126,0.706051673,3.536958707,1.630400557
1.09,0.26,36.12237,43.12648,4250.52,0.96184,8.235495582,0.352414511,3.356720498
1.09,0.26,8.54299,9.00309,1072.57,0.6726,0.687427818,3.963117912,3.350053217
1.09,0.26,15.37754,17.8671,5548.64,0.86986,3.233944784,1.314318291,3.355492413
1.306,0.166,17.45484,20.04017,4732.85,0.85958,2.641780816,1.406899186,1.268328667
0.75,0.29,7.39744,9.3853,3288.15,0.72912,1.119444577,2.669860846,4.110955484
1.241,0.225,7.22011,10.08149,4058.61,0.77646,1.354934291,2.599827513,1.630390402
1.33,0.104,16.65039,20.73293,6310.98,0.91716,4.505445382,0.828775439,2.242980464
1.22,0.25,15.52664,18.33929,5301.3,0.86506,2.630313092,1.360299828,3.77036911
0.75,0.29,16.6109,21.20738,5219.95,0.9015,3.306315558,1.027127529,4.130049455
0.965,0.314,11.90832,16.47557,4056.15,0.8425,1.8138134,1.319579241,4.491881836
0.75,0.29,4.14091,6.01546,2037.61,0.65322,0.662201438,4.51336084,4.111633669
0.965,0.314,15.52664,18.33929,5301.3,0.86506,2.630313092,1.360299828,4.49539808
1.33,0.403,4.8596,7.11279,525.794,0.48876,0.355593711,4.482344571,0.486808497
1.241,0.225,6.07844,9.5277,2899.02,0.70114,0.970605254,4.052503023,1.630343101
1.09,0.26,10.05184,14.97748,3973.92,0.80794,1.728742696,2.108114437,3.355213394
1.306,0.166,4.34847,4.67043,274.72,0.50016,0.394525735,7.001994673,1.268319605
1.386,0.1057,37.2963,44.00818,5629.98,0.967,11.65629012,0.37050321,-1.020565459
1.311,0.149,19.54382,25.99258,6229.15,0.91172,4.314935587,0.960815479,1.774494501
1.22,0.25,7.64779,12.30094,3535.58,0.75886,1.169558738,2.418289077,3.767231156
1.22,0.25,4.26368,5.82193,729.385,0.50118,0.429835846,6.844010502,3.768356783
1.386,0.1057,15.39461,20.25817,4181.59,0.87396,2.401906222,1.2793212,-1.020565512
1.241,0.225,5.90244,8.31991,1217.75,0.63882,0.480185814,3.517178322,1.630310472
0.75,0.29,17.0129,19.99626,4846.04,0.88532,2.824951419,1.152220162,4.127978092
1.241,0.225,9.97275,14.27764,5780.09,0.85482,2.508495466,1.426266285,1.630398978
1.22,0.25,5.8712,7.17371,1010.39,0.54822,0.495109594,4.830964006,3.761798043
1.44,0.2104,9.82289,11.85305,3602.24,0.79454,1.43279631,1.824639228,2.564776825
1.22,0.25,4.88733,5.63983,852.337,0.49684,0.433478454,5.610305554,3.745592034
1.241,0.225,12.99803,16.9401,4935.07,0.87584,2.551594747,1.031650215,1.63040028
0.965,0.314,25.23708,28.32546,6497.09,0.93424,6.000642302,0.685836028,4.507086766
1.33,0.104,4.5802,6.15184,693.732,0.52542,0.436120057,5.222355808,2.242057178
1.386,0.1057,4.26488,4.95272,316.35,0.42548,0.292820569,6.403587771,-1.020566122
0.965,0.314,42.08167,45.50777,4101.05,0.94144,5.273169256,0.54135681,4.510858212
1.386,0.1057,7.9588,15.10806,3733.68,0.8119,1.377897633,2.018168127,-1.020565578
0.965,0.314,16.44753,21.106,4896.56,0.89854,3.145135321,0.903031861,4.503175665
1.306,0.166,6.27169,7.47442,997.289,0.61248,0.439917831,3.864431234,1.268259238
1.09,0.26,28.50555,31.69252,5154.63,0.90436,4.242276408,0.953538731,3.356141577
0.965,0.314,4.34741,5.85992,1246.22,0.521,0.454109649,5.040665021,4.484614916
1.311,0.149,4.98095,5.79441,842.909,0.5222,0.422362057,4.972802235,1.774405599
1.44,0.2104,10.43036,13.88745,4576.1,0.83454,2.012870174,1.673889066,2.564895778
0.965,0.314,5.74363,9.28847,1457.41,0.58692,0.634199579,4.646328945,4.469136656
1.311,0.149,4.11171,5.83271,2245.98,0.66604,0.859343248,4.501645876,1.774347548
1.241,0.225,4.17956,5.49574,753.406,0.53518,0.407498496,4.314803319,1.630025874
1.33,0.403,8.92193,11.9621,4670.42,0.81664,1.747836714,1.969026632,0.486817707
1.311,0.149,7.95608,15.10116,3701.81,0.81036,1.374663484,2.012610807,1.77443781
1.44,0.2104,7.67619,8.14433,1334.6,0.66568,0.543416681,4.036562638,2.564370192
1.418,0.152,4.5426,12.01697,2641.55,0.7256,1.004557613,2.881924512,2.177156833
1.09,0.26,11.52489,15.87595,6070.07,0.8698,2.995777394,1.353139299,3.355537049
1.33,0.104,27.65171,31.82375,4116.47,0.88974,3.184045062,1.0651618,2.242987937
1.44,0.2104,11.49592,14.72826,4799.92,0.85082,2.285866274,1.357101871,2.564996218
0.965,0.314,4.95547,5.88607,1653.19,0.6024,0.588476643,4.584032681,4.441854339
1.418,0.152,21.44486,23.95238,5894.2,0.92432,5.237355938,0.799543781,2.177491934
1.311,0.149,24.1918,28.5459,6653.25,0.93248,5.914537071,0.725012947,1.77450138
1.241,0.225,4.17994,6.70721,699.97,0.48666,0.438175843,6.132111554,1.630176961
0.75,0.29,4.17716,5.08733,684.692,0.51694,0.474901701,6.504430914,4.071995573
1.311,0.149,11.92958,19.20031,4571.3,0.84456,2.306790961,1.541797468,1.774464978
1.418,0.152,21.62516,23.80894,1994.18,0.8088,1.122264065,1.570988215,2.177394428
0.965,0.314,13.37931,15.27666,2196.07,0.7279,0.936673221,2.685634099,4.466988177
1.311,0.149,7.18297,17.06774,2104.22,0.69226,0.887957938,3.796960432,1.774413321
1.33,0.104,21.93284,26.48833,6948.33,0.93956,6.722523128,0.630614358,2.242996237
1.09,0.26,25.22784,27.82144,6812.65,0.93064,6.083608433,0.738861595,3.355990391
0.75,0.29,12.18987,15.17017,2959.46,0.81864,1.327861673,1.41053076,4.1221497
1.33,0.403,14.60722,17.6609,4553.92,0.86694,2.318238338,1.340021275,0.486818539
1.306,0.166,7.4385,15.18153,3566.27,0.77506,1.39966194,1.898749128,1.268316682
1.241,0.225,26.38234,28.77719,6712.28,0.93126,5.727869901,0.702332354,1.630416103
1.306,0.166,3.80347,5.16886,194.659,0.41242,0.201786833,4.67169269,1.26827126
0.965,0.314,4.20652,5.45311,379.2,0.4955,0.408686759,6.652001791,4.390462643
0.965,0.314,11.08949,14.28103,3625.82,0.83434,1.590203459,1.538773716,4.489780803
1.306,0.166,15.89499,21.26531,5820.77,0.89634,3.631671069,1.041738459,1.268335225
1.311,0.149,5.89974,10.7427,2450.29,0.6826,0.894740223,2.896149268,1.774361007
1.33,0.104,3.89282,5.96136,1525.91,0.59662,0.535368491,4.868328081,2.242489417
1.241,0.225,21.12394,22.78513,5164.74,0.88344,3.137238191,1.158357619,1.630404514
0.965,0.314,5.19238,6.79458,1797.82,0.65528,0.578440027,3.791599761,4.464687997
1.306,0.166,4.89061,5.50745,1139.92,0.58316,0.466050764,4.27728098,1.268299493
1.241,0.225,13.0401,18.38483,5943.79,0.89072,3.317689477,1.180601841,1.630407209
1.33,0.104,34.92277,35.61399,4048.94,0.88804,3.198300079,1.063007688,2.242969934
0.75,0.29,4.59373,7.22618,1828.79,0.63454,0.656898867,4.198509214,4.102119258
1.241,0.225,12.94714,20.16081,5196.46,0.868,2.671402148,1.270054626,1.630403094
1.33,0.104,9.27755,13.94041,4207.72,0.82008,1.805973666,1.735743633,2.242865703
1.386,0.1057,9.02049,15.88836,3784.62,0.81152,1.63558164,1.697327154,-1.020565526
0.75,0.29,24.95961,27.84903,7279.33,0.94832,7.950768818,0.561140437,4.13254795
1.386,0.1057,6.93267,10.88134,4510.12,0.78682,1.421520273,2.283445287,-1.020565547
1.311,0.149,8.03831,10.38134,2620.78,0.6973,0.907633073,3.016175268,1.77438502
1.306,0.166,18.44098,24.73501,6084.64,0.9257,4.7889539,0.79467823,1.268337838
1.386,0.1057,8.3765,11.92582,3851.45,0.78342,1.378675597,2.24171564,-1.020565565
1.418,0.152,7.93728,15.03569,3669.99,0.81046,1.359909794,2.047519042,2.17737319
1.44,0.2104,10.80349,12.41387,3153.64,0.78274,1.320763631,2.038141179,2.564662201
0.965,0.314,4.07072,4.99075,787.362,0.59424,0.427289462,5.946551532,4.468399677
1.386,0.1057,19.63473,22.12538,3155.08,0.81214,1.722193595,1.621987315,-1.020565546
1.44,0.2104,3.80044,4.84557,634.174,0.49344,0.428850783,6.208879535,2.563918691
0.965,0.314,7.36405,9.58279,1009.68,0.55554,0.541921512,4.2043197,4.487040959
1.241,0.225,23.23313,26.3828,5780.62,0.9239,5.750725143,0.712948808,1.630412119
1.09,0.26,4.5166,6.66976,419.442,0.47544,0.299544484,4.951142163,3.343303235
1.241,0.225,25.65461,31.5305,4119.38,0.93848,4.90723892,0.633758202,1.630418888
1.306,0.166,25.24692,27.36944,3671.57,0.87274,2.313886127,1.248779295,1.268334132
1.33,0.403,4.97897,7.89565,1727.98,0.60914,0.671399552,4.16471899,0.4868145
1.386,0.1057,11.95119,15.39612,5188.14,0.85558,2.57819751,1.551451373,-1.020565516
1.418,0.152,23.3839,28.7604,6800.13,0.94982,8.155411497,0.555505993,2.177507881
1.09,0.26,6.54754,8.32882,1419.5,0.61562,0.591504367,4.538883594,3.351084331
1.22,0.25,4.24065,5.14726,733.99,0.52196,0.482737572,6.368583901,3.748238201
0.75,0.29,7.12814,10.62668,1438,0.6584,0.587909635,3.218693635,4.108664356
1.44,0.2104,14.36227,18.10371,3738.17,0.87134,2.114128074,1.276987382,2.565029568
0.965,0.314,9.87932,17.61363,4958.38,0.84446,2.29648807,1.42699703,4.495704075
1.418,0.152,13.85413,14.13574,1462.4,0.68312,0.786051023,3.621781016,2.177494447
1.311,0.149,20.81038,26.76624,6583.59,0.92632,6.054379085,0.792803981,1.774498436
1.33,0.104,11.47073,14.50583,4840.39,0.85634,2.288223002,1.382469964,2.24290316
1.22,0.25,11.14997,12.65736,3381.81,0.75748,1.116724777,2.790607259,3.764665355
1.386,0.1057,18.46236,19.75964,3813.7,0.84574,2.201593652,1.385520593,-1.020565518
1.22,0.25,12.14095,15.23061,6072.46,0.87726,3.075655531,1.237200401,3.771023703
1.311,0.149,4.57602,6.51796,1152.25,0.59574,0.52110249,4.663931418,1.774457831
1.418,0.152,8.80802,16.10568,3488.95,0.8087,1.465545987,1.974405612,2.177400052
0.75,0.29,18.14368,23.5539,6393.11,0.9193,4.79724053,0.840796608,4.12910745
1.22,0.25,9.21752,17.37293,4306.96,0.82444,1.795958201,1.516511854,3.768538524
1.09,0.26,9.82289,11.85305,3602.24,0.79454,1.43279631,1.824639228,3.354027301
1.386,0.1057,6.06319,6.18933,330.08,0.43072,0.252550602,4.855438607,-1.020565728
1.311,0.149,10.70892,13.80907,4122.81,0.82346,1.848722894,1.930453014,1.774470245
1.44,0.2104,6.18448,12.91017,2859.93,0.7535,1.027864892,2.258318724,2.564849865
1.418,0.152,30.29414,34.98953,6828.67,0.93396,6.619369928,0.723482891,2.177492192
1.418,0.152,11.12263,15.15808,4440.39,0.82386,1.817243365,1.647948399,2.177338976
1.33,0.104,17.48979,20.83639,6483.2,0.92492,4.961724362,0.757137168,2.242979617
0.75,0.29,7.51947,17.77125,3727.49,0.78298,1.329482321,2.527801604,4.120168159
0.75,0.29,11.76948,13.71799,3942.93,0.81904,1.660217338,1.583129889,4.120707243
1.33,0.403,5.33678,6.84915,1097.47,0.54296,0.481860135,4.778547231,0.486815727
1.241,0.225,10.97071,13.5624,3539.2,0.79488,1.464328545,1.934279727,1.630377133
1.386,0.1057,15.08418,21.17996,5666.33,0.89698,3.515170041,0.985852339,-1.0205655
1.306,0.166,9.37555,11.21862,4248.09,0.8357,1.657342422,1.415827178,1.268330545
1.386,0.1057,7.9025,8.59245,1438.81,0.67802,0.569147731,3.877809405,-1.020565639
1.44,0.2104,5.31741,7.56107,4836,0.76632,1.190496164,2.489689304,2.564920292
1.09,0.26,9.34243,13.13066,4302.86,0.80196,1.708726445,1.749248907,3.354245223
1.241,0.225,10.58324,14.54681,3961.56,0.81196,1.680339064,1.834062606,1.630385646
1.418,0.152,6.87859,10.87754,3108.07,0.74794,1.032823784,2.324300799,2.177317746
0.75,0.29,3.91364,4.43355,405.691,0.48232,0.389712596,7.794556584,4.124670563
1.33,0.403,27.2542,30.71814,7236.34,0.94374,7.518223171,0.582241143,0.486819279
0.965,0.314,4.9999,7.18693,382.807,0.43326,0.22603533,5.353109152,4.465013436
1.33,0.403,8.6768,8.83227,1876.71,0.67246,0.79422033,3.398854029,0.486815541
1.311,0.149,20.48459,27.40823,6548.84,0.93588,6.362764894,0.703370859,1.774501093
1.306,0.166,26.05845,31.37597,5529.44,0.93048,5.133966012,0.810560176,1.268339149
1.33,0.104,10.98212,11.75163,1234.42,0.65036,0.542912239,3.147577371,2.242958856
0.965,0.314,8.99249,10.30936,2803.79,0.70596,0.961227391,3.191726247,4.48053943
1.44,0.2104,4.16361,5.04646,673.074,0.50424,0.422254974,5.742001641,2.564079424
0.965,0.314,10.16501,18.19793,5426.31,0.85904,2.537814332,1.52854058,4.495361274
1.311,0.149,16.44089,19.12698,4592.61,0.87674,2.424230694,1.032652378,1.774481295
1.418,0.152,12.41914,18.58992,5571.14,0.88734,3.007167669,1.109068638,2.177458852
1.22,0.25,15.76066,18.3773,5829.39,0.86904,2.742420035,1.455084923,3.771667669
1.09,0.26,11.17776,19.20456,5488.83,0.88196,2.872721587,1.200694798,3.355597451
1.33,0.104,17.6251,23.68141,4689.76,0.886,3.013093011,1.16694949,2.242942767
1.44,0.2104,21.01504,25.81976,6572.69,0.93172,6.075734752,0.731751851,2.565148618
0.75,0.29,6.12785,12.37213,3656.28,0.76108,1.239727712,3.049511672,4.116140219
1.44,0.2104,16.22479,20.39932,6224.88,0.91648,4.786496198,0.942855777,2.56513306
1.44,0.2104,14.93487,17.12874,5697.72,0.88634,3.265217407,1.177436005,2.565032091
1.33,0.403,14.40453,14.69858,1314.52,0.69086,0.695165857,3.807836058,0.48681865
1.33,0.104,23.6878,25.24702,5824.59,0.9228,5.014236345,0.77381803,2.2429834
1.386,0.1057,26.43899,28.62178,6837.42,0.931,5.783147498,0.719488473,-1.020565473
1.386,0.1057,3.85018,6.13233,505.793,0.47386,0.345210429,5.940378811,-1.020565885
1.306,0.166,15.48548,17.88276,5507.95,0.90178,3.445485389,0.903892073,1.268334266
1.09,0.26,6.13056,7.34002,1184.55,0.60842,0.497375864,4.142102889,3.350417947
0.965,0.314,16.41184,22.21268,5640.85,0.91608,4.25371471,0.859479284,4.508207322
1.33,0.403,12.00029,14.72643,4543.24,0.82662,1.885473809,1.812157217,0.486817703
1.09,0.26,24.71646,27.66213,7068.28,0.91994,5.218215027,0.879980148,3.356362196
1.418,0.152,4.64589,5.46454,959.73,0.52802,0.45504059,5.320456749,2.176928394
1.241,0.225,9.06688,15.40368,3648.49,0.77908,1.383540577,1.877773394,1.630385213
1.44,0.2104,4.86799,7.01725,1442.48,0.63382,0.51474422,3.984136147,2.564562051
0.75,0.29,17.48979,20.83639,6483.2,0.92492,4.961724362,0.757137168,4.130631393
1.311,0.149,10.33318,13.25462,5660.91,0.84304,2.26689469,1.671613199,1.774478272
1.09,0.26,18.70331,23.08851,4236.87,0.8492,2.356604292,1.488307237,3.355403208
1.33,0.104,4.49829,4.6866,217.594,0.40668,0.21771111,7.686920852,2.24296359
1.33,0.403,4.91174,6.50945,835.098,0.51856,0.390402554,5.745001928,0.486810635
0.75,0.29,24.47676,28.44483,4940.17,0.9236,4.75962257,0.758477586,4.131157035
0.965,0.314,20.08079,21.54166,2888.21,0.80844,1.574034773,1.656484466,4.491087182
1.418,0.152,25.14067,29.01838,5435.61,0.94298,6.515037412,0.58073056,2.177503485
1.09,0.26,15.74755,19.51656,4142.96,0.87978,2.340132942,1.170392205,3.355698949
1.241,0.225,6.68384,12.97087,2910.19,0.73894,1.0181238,2.983589032,1.630353167
1.33,0.104,18.44369,22.45049,5505.7,0.90126,3.67046232,1.077306732,2.242966074
1.386,0.1057,6.4421,9.82138,2524.21,0.68676,0.931972115,3.506553602,-1.020565652
0.75,0.29,9.08154,9.76423,2457.06,0.73812,0.91939534,2.767219074,4.10941988
1.418,0.152,10.51307,15.55547,4398.96,0.81932,1.780217106,1.746991454,2.177397859
0.965,0.314,4.28089,6.80431,780.842,0.52058,0.36174249,4.742762702,4.339738007
1.418,0.152,8.15438,15.56367,4122.85,0.7969,1.641610257,1.922067628,2.177376698
1.241,0.225,5.15143,7.46533,456.074,0.45878,0.262868995,4.981107046,1.630287766
1.386,0.1057,11.17425,13.9621,5069.6,0.8471,2.249885793,1.518834764,-1.020565517
1.22,0.25,11.35636,14.44646,4434.87,0.84442,1.971129381,1.4348923,3.770389583
1.22,0.25,21.66237,24.27108,4854.7,0.9214,4.097733661,0.847450065,3.772512243
1.33,0.104,4.38483,6.15862,1370.87,0.60726,0.56335232,4.988461353,2.242280821
0.965,0.314,7.05231,10.69503,1559.11,0.6553,0.671804214,3.800993363,4.406501014
1.311,0.149,4.02227,8.79809,1718.25,0.6939,0.629507661,2.94435228,1.774272221
0.75,0.29,22.07082,26.39861,6521.14,0.92992,5.648510912,0.747106305,4.131220138
1.33,0.104,13.53695,14.94628,2266.27,0.71036,0.899287771,3.543680423,2.242819051
1.306,0.166,5.87111,6.88083,932.255,0.53724,0.387940932,4.766246046,1.268295049
1.241,0.225,7.12348,9.49471,980.542,0.55378,0.535187583,4.277355127,1.63037682
1.311,0.149,8.27985,8.50423,977.119,0.58898,0.525537155,3.495379991,1.77438576
1.09,0.26,17.55269,20.34201,4176.8,0.88176,2.42428908,1.195954292,3.355939373
1.418,0.152,10.82225,12.90365,4138.91,0.82842,1.763627654,1.560755392,2.177411138
1.33,0.104,12.0135,14.29914,4444.06,0.85066,1.981897184,1.349589615,2.24291716
1.44,0.2104,4.09777,5.33833,1086.15,0.56804,0.555144005,5.116281174,2.563133164
1.09,0.26,4.98308,7.16776,371.863,0.43518,0.228342656,5.395212507,3.350941417
0.965,0.314,10.15389,13.17381,4606.51,0.81728,1.904610982,1.896915494,4.491028702
1.241,0.225,3.8343,5.00423,1035.09,0.59216,0.482966177,5.145064033,1.630326583
0.75,0.29,8.33442,12.23653,3500.36,0.78174,1.313934863,1.846322374,4.118404339
1.241,0.225,4.77462,9.33011,1751.34,0.64772,0.657905028,3.303324891,1.630326259
1.418,0.152,7.38864,12.6211,3730.51,0.7693,1.357889367,2.8658758,2.177395432
1.33,0.104,15.42651,20.67704,5315.71,0.89374,3.353507761,1.021403056,2.242954374
1.09,0.26,7.45633,8.75515,2583.43,0.70352,0.79585691,3.895888197,3.354031822
1.241,0.225,11.11474,19.04992,3274.68,0.83008,1.520733106,1.504064168,1.630394614
1.386,0.1057,11.52489,15.87595,6070.07,0.8698,2.995777394,1.353139299,-1.02056551
1.386,0.1057,23.19893,26.76478,3912.41,0.84726,2.374101929,1.55455369,-1.020565504
1.311,0.149,16.12149,20.64827,4970.78,0.87732,2.828951187,1.305903701,1.774489756
1.09,0.26,13.34985,14.169,2503.1,0.77684,0.918465551,2.466046518,3.353961684
1.306,0.166,3.99735,4.64307,462.848,0.46236,0.346661668,6.024957864,1.26831197
0.75,0.29,4.93276,8.69638,920.719,0.55316,0.45103635,4.675578848,4.024047602
1.33,0.403,15.25096,16.90556,4030.47,0.84232,1.841353952,1.288461179,0.486817768
1.22,0.25,6.87066,11.37189,2404.78,0.71932,0.884266686,3.699883611,3.766357188
1.44,0.2104,18.72951,18.90864,1895.21,0.7607,1.099218683,2.472257034,2.564939698
1.33,0.403,9.57688,10.52986,745.984,0.59654,0.391291799,3.721525784,0.486816379
1.44,0.2104,25.29258,28.49752,6777.17,0.94914,7.783600266,0.553020265,2.565190242
1.09,0.26,17.06903,22.55048,5687.48,0.91454,4.16260059,0.802750392,3.355870574
1.241,0.225,3.93225,5.91307,1195.09,0.57774,0.609820845,5.129759047,1.63019935
1.44,0.2104,14.49598,22.31237,6251.59,0.89158,3.577079856,1.108229266,2.565050673
0.75,0.29,6.3776,6.74837,1354.57,0.612,0.579265696,4.249944059,4.123135466
1.306,0.166,10.71029,14.94542,4434.8,0.81818,1.764672896,1.741717085,1.268326715
1.241,0.225,24.92306,30.27474,6532.93,0.91864,5.13711806,0.895698989,1.630407628
1.09,0.26,6.5213,10.48752,1735.96,0.63652,0.707507008,4.118023525,3.347286023
1.306,0.166,11.52668,18.59494,5751.66,0.8856,3.126058963,1.098321434,1.268331894
1.22,0.25,4.10889,8.23229,1102.86,0.59784,0.491406308,4.490550125,3.735117395
1.09,0.26,5.16379,6.19817,772.834,0.50844,0.347634643,5.14166849,3.351763211
1.33,0.403,32.62036,34.65438,3549.5,0.9431,4.89015177,0.477649847,0.486819404
