Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst N2,log_P(MMM)_N2
0.75,0.29,7.5647,12.51395,2087.16,0.7542,0.775658595,8.377516773,3.658796126
1.306,0.166,23.86118,27.72162,7145.21,0.94606,7.558321616,2.172345013,-0.2798413
0.75,0.29,12.66181,14.11068,4106.03,0.82386,1.904416269,8.117882539,3.664591988
1.22,0.25,17.12122,20.79492,4602.64,0.9025,3.114764848,4.905320505,3.240670502
1.33,0.104,5.55983,9.76192,1447.81,0.67032,0.602237096,12.79108895,1.202026128
0.75,0.29,4.19114,6.49396,1300.84,0.6386,0.494088883,10.72753053,3.660882095
1.418,0.152,15.97887,19.91934,5337.94,0.89968,3.481073635,3.272278977,0.346838085
1.22,0.25,8.71414,11.53538,3817.14,0.7846,1.372820739,9.684408833,3.239569356
1.33,0.104,26.45987,28.61818,6405.9,0.93704,6.12724776,2.278459876,1.202061319
1.418,0.152,9.42102,13.67473,3646.52,0.79602,1.531912437,6.964482051,0.346833389
1.306,0.166,5.37055,7.89334,2375.09,0.66676,0.763405625,14.5641166,-0.279841223
1.306,0.166,3.68181,4.60506,257.571,0.43206,0.234081169,14.2913869,-0.279856324
1.306,0.166,4.77054,5.47224,1425.73,0.62128,0.649950622,12.57992708,-0.279845672
0.965,0.314,11.29634,14.41978,3891.76,0.8046,1.731242187,6.366725617,3.777881716
1.22,0.25,9.68949,12.48946,4323.39,0.82238,1.753520346,6.147171543,3.238778627
1.22,0.25,20.15789,22.38899,6196.54,0.91832,4.635264189,2.699203564,3.240434609
1.241,0.225,4.1146,4.69191,311.041,0.42404,0.32617207,22.57895191,-0.359023041
0.75,0.29,10.01754,13.12579,4630.52,0.83592,1.965506296,6.407052679,3.662449092
1.306,0.166,3.84254,4.97475,342.096,0.45972,0.346893039,18.06919529,-0.279844182
0.75,0.29,4.10522,5.84738,674.445,0.51912,0.38509243,15.21846592,3.668751443
0.965,0.314,7.8304,8.65239,3051.99,0.7382,0.95310644,7.810557359,3.781481023
0.965,0.314,5.12111,6.39676,1645.65,0.6016,0.652715453,11.84275551,3.785204997
1.418,0.152,8.16141,11.57636,3527.51,0.78054,1.266898554,7.644545988,0.346836075
0.965,0.314,3.86782,5.37464,1870.73,0.6346,0.668912538,13.41153129,3.781326525
1.418,0.152,5.04516,6.65259,923.694,0.5525,0.470645359,17.8569367,0.346830182
0.965,0.314,3.66327,4.14952,200.263,0.5075,0.290222227,13.57710763,3.753359738
1.44,0.2104,4.10064,4.8322,679.338,0.532,0.418861358,16.61187195,1.106306676
0.75,0.29,5.42401,6.09975,919.926,0.5164,0.434121039,13.43519964,3.654607592
1.09,0.26,4.27369,4.83981,1111.5,0.59754,0.3405252,11.58296566,2.206440291
1.22,0.25,8.48832,13.20779,4426.29,0.8025,1.559193999,7.404204298,3.238462044
1.22,0.25,8.61929,9.08566,2493.39,0.71372,0.936779339,9.133179711,3.238263382
1.44,0.2104,4.24018,6.45593,1374.9,0.583,0.541967631,12.95180848,1.106279681
1.44,0.2104,5.00836,10.8141,1972.13,0.67726,0.762072582,11.09336743,1.106298529
0.965,0.314,12.1479,16.16464,4594.7,0.84172,2.035278614,6.556423252,3.77916458
1.09,0.26,14.16331,19.39692,5654.02,0.898,3.531665035,4.920218761,2.206583688
1.418,0.152,3.77448,7.03774,652.182,0.489,0.367860018,14.19248571,0.346834815
0.75,0.29,22.84407,28.28563,5505.42,0.9403,6.165497344,4.322208407,3.671068017
0.965,0.314,4.85353,5.87095,599.756,0.49236,0.34211148,12.69107838,3.777244189
1.33,0.104,15.59752,20.69335,5465.16,0.9023,3.490036204,3.238846132,1.20205295
1.306,0.166,8.32661,13.59793,2502.53,0.73366,0.983318724,11.38308059,-0.27984211
1.241,0.225,9.1527,11.99778,4558.43,0.79766,1.738654693,7.929055047,-0.359023395
0.965,0.314,18.65662,18.88651,4449.82,0.89556,2.619937102,3.354930791,3.779971036
0.965,0.314,4.11023,8.57756,881.154,0.59796,0.491504944,12.293734,3.719264999
1.44,0.2104,8.50338,16.34146,3863.56,0.79936,1.565503154,7.682835081,1.106323792
1.33,0.104,23.00063,26.86304,6720.26,0.91248,4.59921673,3.132973789,1.202057213
1.44,0.2104,23.06092,26.21543,6246.44,0.91208,5.0992363,3.538966243,1.106343144
1.09,0.26,9.81815,12.33968,4898.03,0.82644,1.906110606,7.502754344,2.206500577
1.09,0.26,6.07844,9.5277,2899.02,0.70114,0.970605254,11.57103419,2.206559429
1.44,0.2104,3.83248,7.2178,982.123,0.56322,0.513830602,12.73781082,1.105954764
1.22,0.25,4.66019,5.27863,478.355,0.5029,0.36421443,14.10394977,3.236871644
1.22,0.25,4.9999,7.18693,382.807,0.43326,0.22603533,13.63316889,3.239922213
1.33,0.104,3.8343,5.00423,1035.09,0.59216,0.482966177,13.3307268,1.202033295
1.44,0.2104,22.98632,30.66841,6077.22,0.92996,5.312903484,2.792151775,1.106347135
0.965,0.314,4.69966,9.04593,1669.88,0.62564,0.700647856,10.57595591,3.749981492
1.44,0.2104,8.5918,11.35798,2735.31,0.72182,1.069716366,12.85833126,1.106313484
1.09,0.26,3.70386,6.00734,934.16,0.59662,0.501079224,13.58679724,2.204690427
1.306,0.166,16.4562,18.61618,3728.87,0.86286,1.792095638,6.125705393,-0.279841777
1.418,0.152,8.79741,12.50388,4655.15,0.8032,1.764417722,5.91749225,0.346836454
1.33,0.104,11.01016,16.49811,5121.56,0.86154,2.52775561,4.417658565,1.202047368
1.241,0.225,22.66661,24.41213,5214.61,0.91094,3.688359645,3.054950085,-0.359022563
0.965,0.314,12.25028,15.19597,4835.39,0.85236,2.439098373,5.58043462,3.782530404
1.306,0.166,16.04815,19.57613,5789.13,0.8961,3.627876472,6.187216359,-0.279841466
1.33,0.104,12.69886,15.81072,5328.29,0.88702,2.826092497,3.930136855,1.202027951
1.44,0.2104,24.05584,25.92878,6222.99,0.93832,6.258762948,2.537227174,1.106345677
0.965,0.314,10.64607,16.26747,4716.24,0.8504,2.165818574,6.937882175,3.779907383
1.09,0.26,11.05518,14.18182,5032.55,0.84426,2.265393357,5.106004901,2.206505597
0.75,0.29,3.92805,4.48007,348.006,0.47474,0.412968214,16.69103308,3.650253176
1.22,0.25,5.09726,9.66544,2137.46,0.67,0.756341699,9.273513044,3.237592889
1.241,0.225,6.64739,13.24642,2249.68,0.72852,0.833432481,12.03012233,-0.359023109
1.306,0.166,3.79797,4.46757,891.882,0.56274,0.419942688,15.31837457,-0.27984128
1.418,0.152,31.81617,33.37685,2501.76,0.83682,1.506480881,7.485124076,0.346837858
1.09,0.26,4.65507,4.94172,341.815,0.43284,0.343428413,17.06744545,2.206583991
0.965,0.314,12.19707,17.55938,5618.22,0.87532,2.849664351,5.619704283,3.780379383
1.44,0.2104,5.65574,8.03848,1658.18,0.63976,0.600082542,10.99820331,1.106304659
0.965,0.314,4.28231,5.87217,2218.57,0.65652,0.687788949,12.53678976,3.788057227
1.33,0.104,11.11929,20.16092,5712.54,0.8769,3.13262481,4.073330465,1.202048245
1.33,0.104,16.3004,18.29049,5671.12,0.8713,3.234884628,7.649938825,1.20204756
1.306,0.166,18.12638,20.22506,5593.51,0.89864,3.87441688,6.058282391,-0.27984142
1.33,0.104,6.25516,7.09133,814.658,0.52622,0.493084708,17.46398989,1.201906029
1.44,0.2104,16.74796,20.58132,5037.66,0.89058,2.998585859,3.689010819,1.106341491
1.44,0.2104,11.084,13.54617,4329.69,0.83554,1.865298623,4.187518761,1.106329229
1.241,0.225,34.92277,35.61399,4048.94,0.88804,3.198300079,6.846815074,-0.359022485
0.965,0.314,6.87066,11.37189,2404.78,0.71932,0.884266686,13.18997751,3.780351378
1.22,0.25,7.08591,7.31581,1291.79,0.597,0.537160338,11.62343432,3.242509063
1.22,0.25,4.40103,6.65568,196.004,0.50164,0.436808833,14.73862806,3.219824606
1.44,0.2104,3.85549,5.12179,836.799,0.5506,0.443964231,14.18040168,1.106341956
1.44,0.2104,10.82558,12.32041,3263.4,0.81292,1.33305784,5.025208942,1.106330482
0.965,0.314,25.94728,32.01046,5028.47,0.93968,6.005496261,2.662804892,3.787666924
0.75,0.29,19.63473,22.12538,3155.08,0.81214,1.722193595,9.870908435,3.664858
1.22,0.25,20.58924,26.39008,6746.1,0.9331,6.473971595,2.742101489,3.241082418
1.306,0.166,12.87077,16.96038,5384.82,0.86916,2.690531321,4.445528862,-0.279841569
0.75,0.29,10.33976,12.52438,3378.23,0.77836,1.361664311,10.32357414,3.663134549
1.241,0.225,9.99476,13.3502,3092.62,0.78386,1.320650132,10.8920177,-0.35902307
0.75,0.29,6.32845,8.1286,1685.09,0.61166,0.699452477,10.7699109,3.665223099
0.75,0.29,30.32085,31.22149,3444.35,0.87546,2.48080863,7.12848829,3.667773281
0.965,0.314,4.47657,6.03486,2871.87,0.70114,0.758189187,7.060215521,3.770599702
1.44,0.2104,8.89539,13.72689,4375.15,0.80286,1.666348421,6.131754394,1.106330667
1.241,0.225,21.15183,25.90395,6845.69,0.93818,6.251241013,3.208730535,-0.359022487
1.418,0.152,8.92193,11.9621,4670.42,0.81664,1.747836714,8.411696629,0.346837411
1.44,0.2104,13.82871,15.54225,5303.49,0.88262,2.853291264,3.51214237,1.106335855
1.241,0.225,11.64986,17.10509,5771.12,0.87368,2.949499178,6.337632182,-0.359022787
1.306,0.166,4.11181,6.0722,1071.12,0.59632,0.512060453,12.20117541,-0.279849431
1.09,0.26,8.30186,11.93121,3753.83,0.76562,1.293384081,8.89497108,2.206234607
1.33,0.104,10.82299,11.31191,1246.5,0.63556,0.5431394,8.814955895,1.202065303
1.22,0.25,20.65941,28.55079,7072.66,0.94312,6.705200668,3.126474379,3.241185939
1.241,0.225,10.66698,15.00859,4420.81,0.82792,1.821473908,6.508670859,-0.359023078
1.22,0.25,19.65035,23.8966,5153.44,0.87118,2.86707234,4.536033748,3.240385287
1.44,0.2104,6.59048,11.69941,1402.97,0.67536,0.522223253,9.606461143,1.106301295
1.44,0.2104,5.70379,7.95789,1708.74,0.61892,0.606160325,10.46682783,1.106341047
0.965,0.314,4.90776,5.78746,1905.77,0.67126,0.656065522,10.13213734,3.770099201
1.09,0.26,4.848,5.8822,2016.61,0.65044,0.684908716,10.93814875,2.206245199
0.75,0.29,8.68596,14.91592,3467.42,0.8036,1.358235443,8.274722415,3.663580403
1.09,0.26,5.84753,6.13557,496.578,0.49586,0.434089118,18.33076034,2.206787058
1.09,0.26,6.18664,12.83222,2224.88,0.70894,0.772084969,12.56395736,2.206415556
1.09,0.26,10.00981,12.36518,2733.8,0.71686,1.001753761,7.802253768,2.206491071
1.33,0.104,4.13079,5.12494,593.397,0.47774,0.393548228,17.29958352,1.202015131
1.09,0.26,4.40406,5.61338,2166.61,0.69138,0.648537606,7.531633534,2.206215847
1.09,0.26,25.58158,27.91385,4685.82,0.89872,3.80807105,5.166011359,2.206605406
0.75,0.29,15.93548,19.26145,3674.09,0.8757,2.073850584,3.930225398,3.665615187
1.22,0.25,14.27937,21.32589,4923.61,0.88692,2.884151993,3.794200861,3.239665187
1.241,0.225,4.25931,7.74379,1930.06,0.67216,0.700458524,9.349661107,-0.359024186
1.22,0.25,6.03558,10.21454,2563.33,0.68238,0.892734026,9.847775164,3.239295144
1.306,0.166,32.85983,38.66557,5239.33,0.95192,7.941534714,3.025787046,-0.279841033
1.44,0.2104,13.19368,14.22916,5318.4,0.84786,2.365694005,5.328773252,1.106337121
1.22,0.25,4.38331,6.74211,1002.39,0.56112,0.500879252,13.28604663,3.204583845
1.418,0.152,6.12582,10.0961,2333.35,0.6885,0.808719369,10.54229132,0.346837178
1.44,0.2104,28.33305,38.91508,5969.88,0.94462,7.147548426,4.477988734,1.106350965
1.44,0.2104,5.34411,7.59357,4735.19,0.77128,1.17595937,6.573249555,1.10634439
1.09,0.26,17.67618,21.52646,6095.09,0.9128,4.439580749,2.99818067,2.206602997
1.22,0.25,4.27158,6.83841,1204.6,0.62548,0.538942072,10.66504692,3.236694036
1.418,0.152,5.62001,5.9269,1281.61,0.61118,0.516854123,12.23441881,0.346841032
1.306,0.166,15.19961,20.33353,4175.58,0.89844,2.59169621,3.236897699,-0.279841683
1.241,0.225,14.29428,21.87942,4616.79,0.88606,2.83458471,3.81088804,-0.359022643
1.33,0.104,17.02711,19.32924,4854.4,0.86246,2.682437539,9.161097049,1.20205327
1.33,0.104,14.85776,20.98686,5107.42,0.86554,2.651874456,4.456539501,1.202052353
0.75,0.29,4.75487,6.81302,1184.19,0.54944,0.523794997,13.72807723,3.657781279
1.44,0.2104,14.93453,20.45883,4943.01,0.89462,3.00389497,3.518450365,1.106337952
1.418,0.152,19.09885,25.21187,6518.88,0.93228,5.444670264,2.51850827,0.346839551
0.75,0.29,10.00017,10.18241,912.97,0.57188,0.535242641,8.952931837,3.661762268
1.44,0.2104,7.87527,13.95218,2454.28,0.77586,0.927765893,7.273478173,1.10631824
1.306,0.166,5.27136,6.99943,992.972,0.53192,0.473196335,12.17915074,-0.279842261
1.22,0.25,4.26488,4.95272,316.35,0.42548,0.292820569,17.11933061,3.239015727
1.44,0.2104,5.48027,9.63173,2488.5,0.70486,1.057454434,9.206597458,1.106321046
1.306,0.166,6.04263,8.1775,1422.91,0.6423,0.638894691,13.07676748,-0.279845763
1.09,0.26,4.88733,5.63983,852.337,0.49684,0.433478454,14.6824903,2.206167868
1.33,0.104,4.74737,5.62912,439.288,0.4398,0.228877729,13.66340086,1.202052685
1.09,0.26,5.082,5.63348,513.131,0.47234,0.306211224,13.63168257,2.206635067
1.241,0.225,3.69598,4.44242,501.786,0.50626,0.409294128,17.32561094,-0.35902345
1.09,0.26,18.46236,19.75964,3813.7,0.84574,2.201593652,4.983301493,2.206488745
1.241,0.225,9.30309,11.50147,3845.84,0.78934,1.501054469,9.426831496,-0.359023064
1.306,0.166,8.76145,9.24219,1380.13,0.63232,0.654817567,10.58807451,-0.279841588
1.09,0.26,12.30826,20.87794,5671.39,0.88052,3.171970576,3.855833225,2.206571186
1.44,0.2104,9.6087,12.95456,4743.72,0.82074,1.968933297,5.574560647,1.106344238
1.418,0.152,13.93358,16.90755,5507.1,0.89798,3.303789877,3.916613968,0.346838178
0.75,0.29,7.70498,10.24528,2269.57,0.69442,0.838196722,11.62815245,3.660414232
1.22,0.25,6.39579,6.80122,1116.3,0.56292,0.433639158,12.06179375,3.241855739
0.75,0.29,4.95677,7.5254,3239.27,0.6945,0.918334964,9.13133474,3.666646202
1.33,0.104,17.20047,22.76371,6080.07,0.90796,4.372276236,3.522809203,1.202055621
1.418,0.152,4.85253,5.52925,2537.38,0.66302,0.821204521,11.71236591,0.346838172
1.241,0.225,11.04371,13.68137,5098.26,0.80782,1.88799454,9.194187992,-0.359023315
0.965,0.314,12.27892,20.76595,5304.28,0.86874,2.756119846,4.014136886,3.782557858
0.75,0.29,11.86193,15.40735,4911.77,0.86338,2.502710318,5.487029533,3.666765393
1.33,0.104,8.85999,12.24613,1989.45,0.7683,0.80784651,7.488192723,1.202022638
1.22,0.25,3.97327,8.08316,1385.79,0.62858,0.549664647,11.00035178,3.238732696
0.75,0.29,5.09508,6.08901,2301.02,0.66154,0.709586073,9.790163611,3.670725207
1.306,0.166,18.17171,23.57574,6661.5,0.92642,5.353636337,3.633663712,-0.279841331
1.09,0.26,4.0944,5.86454,1075.36,0.57376,0.447282054,13.16375528,2.206430961
1.306,0.166,5.89974,10.7427,2450.29,0.6826,0.894740223,11.15456039,-0.279842881
1.241,0.225,4.33657,9.35233,1784.64,0.69862,0.671472372,10.05405542,-0.359025583
0.75,0.29,12.47915,16.64889,5686.94,0.88978,2.987753896,3.194343812,3.667381479
0.75,0.29,3.95118,4.8017,1104.5,0.5692,0.557902475,13.35761335,3.656160931
1.09,0.26,5.20358,5.89707,2250.81,0.69818,0.676105166,7.601942242,2.206203063
1.22,0.25,7.01872,9.58942,2759.02,0.7284,0.915982153,7.094322373,3.238079469
1.09,0.26,11.93922,17.31657,5265.58,0.8677,2.652000232,4.516236465,2.20656329
1.306,0.166,5.45798,7.04332,1474.03,0.62808,0.532767834,10.86710086,-0.279842386
1.22,0.25,7.58991,10.83154,3151.92,0.75508,1.079615726,9.294811348,3.238954464
1.33,0.104,10.65223,14.52794,4580.21,0.8334,1.808738983,7.093166125,1.202040803
1.09,0.26,16.33726,19.75426,5304.44,0.89732,3.443747242,5.154380197,2.206565061
1.241,0.225,6.66726,9.9984,1673.47,0.62312,0.717571001,11.19431012,-0.359023574
0.965,0.314,16.28042,20.90483,5794.97,0.91332,4.135008489,4.658706096,3.783404684
1.33,0.104,11.85148,14.30148,4004.44,0.84248,1.886701184,5.909608576,1.202042978
1.44,0.2104,4.27814,7.86707,1463.08,0.60246,0.57510787,12.84739916,1.106299894
1.241,0.225,4.4573,6.57316,734.243,0.53562,0.324115312,11.17811917,-0.359025584
1.33,0.104,6.06191,6.7853,3501.07,0.69604,0.973932025,9.176910382,1.202056494
1.306,0.166,9.18624,11.11935,3028.87,0.74914,1.120269652,9.128682277,-0.279841914
1.09,0.26,12.47082,15.33586,4746.05,0.83748,1.986065197,7.20369279,2.206521087
1.241,0.225,4.65956,6.41327,1535.34,0.62906,0.557761365,12.5464874,-0.359022742
1.33,0.104,20.36442,25.77619,5647.5,0.90818,4.090974612,4.844777796,1.202056598
1.306,0.166,16.46266,22.70543,5867.46,0.91226,4.337176409,3.246912019,-0.279841415
0.965,0.314,4.82556,6.3973,807.619,0.517,0.361167192,13.13724776,3.776725401
1.418,0.152,27.85767,31.05142,7631.18,0.95902,10.10262536,1.744509242,0.346840176
1.33,0.104,3.78386,5.87604,1194.61,0.62304,0.59802463,13.47465373,1.202019538
1.22,0.25,4.11967,5.0609,464.77,0.48082,0.39526816,16.92778697,3.232188133
1.33,0.104,16.15092,19.7893,5653.65,0.89544,3.437416026,3.697080189,1.20205289
1.09,0.26,4.1602,7.73235,1013.57,0.58146,0.535996755,17.16846438,2.20608609
1.22,0.25,19.54538,24.67312,5510.59,0.90786,3.839429579,4.021973847,3.241014693
1.33,0.104,4.1448,5.10846,500.794,0.48324,0.400145736,17.16272274,1.201985504
1.09,0.26,19.29771,23.67986,6373.23,0.92722,5.127606744,2.402516419,2.206646591
0.75,0.29,7.33479,7.46558,1116.13,0.60854,0.457996538,12.67766862,3.674943885
1.241,0.225,6.33455,7.14824,1027.8,0.57896,0.432111297,10.51516742,-0.359022304
1.09,0.26,6.54413,7.99474,986.026,0.56588,0.510533106,16.76071271,2.206594612
1.44,0.2104,5.28768,6.55692,1112.41,0.53644,0.556149378,12.94141133,1.106320726
1.44,0.2104,4.76695,8.95998,1256.36,0.62578,0.52143988,10.24229479,1.106322684
1.22,0.25,10.57302,18.40529,5393.1,0.8743,2.700215264,5.373821934,3.239873996
1.306,0.166,18.86189,23.08752,6768.27,0.92418,5.664117085,4.878735625,-0.279841419
1.09,0.26,14.63176,17.04041,4393.05,0.83168,1.927880648,6.719480199,2.206227684
1.44,0.2104,5.67876,6.04937,1037.17,0.58178,0.511517901,13.49704591,1.106359599
1.33,0.104,4.99407,8.03478,2290.09,0.6774,0.829008189,10.66661237,1.202021359
1.22,0.25,4.35866,8.62654,1105.82,0.5445,0.502000627,12.70951168,3.232211153
1.418,0.152,12.35816,16.09363,4581.17,0.86354,2.251581379,5.11063139,0.34683724
1.241,0.225,8.87612,10.64214,3594.07,0.78762,1.327797052,7.998882575,-0.359023042
1.241,0.225,6.34979,8.7673,1243.03,0.6455,0.49466634,8.980725662,-0.359023098
1.09,0.26,11.70149,20.93317,5323.55,0.87892,2.888438294,5.53099794,2.206517377
0.75,0.29,12.0635,15.30968,4677.72,0.86014,2.462418446,6.828769341,3.664335616
1.09,0.26,11.39532,13.30613,2046.56,0.76068,0.836498556,10.29227794,2.206303968
1.09,0.26,15.38824,28.05161,4568.57,0.86852,2.751964512,4.946759366,2.206555272
1.22,0.25,4.76695,8.95998,1256.36,0.62578,0.52143988,10.24229479,3.237876569
1.44,0.2104,7.8602,12.48079,3775.31,0.78538,1.360005403,9.198551012,1.10632439
0.965,0.314,4.44571,8.56032,909.271,0.62878,0.387762402,10.39400691,3.744607073
0.965,0.314,4.51055,5.18677,338.329,0.42572,0.279501556,16.41183024,3.785885762
1.418,0.152,3.78742,6.44133,952.764,0.5484,0.432765152,14.08730761,0.346829163
0.75,0.29,4.00314,5.95596,1251.36,0.57552,0.547629243,13.11814779,3.663484253
0.965,0.314,4.17287,9.86717,929.548,0.53478,0.49142185,11.81313991,3.690042972
1.33,0.104,10.79809,13.76905,4775.5,0.8272,2.004473232,8.891040211,1.202047693
1.241,0.225,3.80896,7.01042,644.352,0.48814,0.365210235,14.25215686,-0.359023132
1.33,0.104,16.31834,19.9916,5287.77,0.8887,3.079017846,5.536505492,1.202048304
0.965,0.314,9.80577,16.93652,4738.44,0.85026,2.215170581,4.708248979,3.778465723
1.33,0.104,8.46343,15.10074,3175.41,0.78692,1.27885642,7.476643814,1.202034551
1.09,0.26,3.66081,4.62011,257.711,0.43416,0.235919339,14.20726227,2.199284022
0.965,0.314,11.23461,11.80999,791.305,0.69846,0.824138676,9.643115469,3.757385336
0.75,0.29,9.46023,11.82165,4354.28,0.81176,1.708385772,8.480292749,3.665258453
0.75,0.29,21.01869,24.67304,4078.16,0.9124,3.515233707,2.863917212,3.668534046
1.241,0.225,10.30174,11.25061,2295.26,0.6833,0.881282832,7.144379594,-0.359023004
1.33,0.104,5.27399,6.55516,1959.6,0.6337,0.738896727,13.26066673,1.202065796
0.965,0.314,10.27324,12.99056,3213.22,0.82838,1.406838036,4.461640185,3.778971445
1.09,0.26,3.73408,4.95925,466.033,0.45906,0.36539181,17.06621696,2.206537365
1.418,0.152,20.65662,25.41893,5039.8,0.91582,4.841100351,3.421274102,0.346839735
1.241,0.225,20.09682,21.94786,1686.49,0.84808,1.55780796,5.301483897,-0.359022475
0.965,0.314,4.1838,5.11048,432.637,0.44202,0.332103654,17.52822658,3.778341357
1.241,0.225,11.47073,14.50583,4840.39,0.85634,2.288223002,4.151426493,-0.359023025
1.44,0.2104,7.70498,10.24528,2269.57,0.69442,0.838196722,11.62815245,1.106316879
1.418,0.152,4.20723,4.64861,169.37,0.38964,0.198223497,17.32949648,0.346839109
1.241,0.225,6.83124,13.82069,3786.06,0.78012,1.341601833,7.356027953,-0.359022874
0.965,0.314,9.05339,14.45995,4377.87,0.83314,1.773170249,4.275990272,3.782118366
1.09,0.26,22.96471,29.65323,5227.81,0.94258,6.107601293,2.897420213,2.206684372
1.33,0.104,10.4217,14.89983,4886.2,0.85308,2.203669165,4.617265358,1.202043046
1.241,0.225,22.68735,28.58339,4578.62,0.92702,4.698458716,6.897703299,-0.359022348
1.44,0.2104,5.9549,6.35523,3067.29,0.6982,0.894388615,9.886818818,1.106336916
1.33,0.104,3.84022,6.4221,867.72,0.54454,0.478094435,15.20242378,1.202027403
0.75,0.29,4.09444,6.09263,3003.53,0.68726,0.839168866,10.52597962,3.664752424
1.22,0.25,9.89769,10.10107,1308.1,0.60726,0.59350841,14.0574238,3.240227813
1.241,0.225,9.13273,10.62623,1789.43,0.68422,0.748276183,10.64350959,-0.359023316
1.09,0.26,5.15214,5.93254,1685.67,0.63358,0.586485236,11.22574414,2.206579279
1.306,0.166,7.10831,10.99087,2754.16,0.73104,1.018831321,10.55580115,-0.27984232
1.241,0.225,23.18906,25.51349,6432.24,0.93592,6.290757308,2.781953119,-0.359022345
1.33,0.104,30.19986,33.30227,6673.72,0.92188,5.520702334,2.98984054,1.202057283
1.241,0.225,18.62111,21.61718,4742.87,0.8558,2.869905231,5.271366366,-0.359022868
