PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,H2-1 bar (mol/kg)
17.918,18.295,5877.22,0.887,1.77E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.177
15.678,16.421,5297.83,0.88,1.53E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.155
18.216,18.424,5923.81,0.887,1.76E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.176
15.64,16.584,5360.65,0.88,1.53E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.154
17.914,18.351,5348.64,0.879,1.53E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.154
15.737,16.516,4952.2,0.874,1.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.134
28.925,29.101,7895.06,0.949,4.28E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.43
29.154,29.364,7606.44,0.945,3.96E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.397
28.767,29.058,7551.16,0.945,3.98E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.401
29.029,29.279,7297.51,0.942,3.70E-06,62.5,30,7.5,0,0,0,0.372
28.818,28.922,7617.63,0.946,3.97E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.394
29.026,29.237,7330.8,0.942,3.69E-06,62.5,30,7.5,0,0,0,0.372
28.738,28.837,7291.93,0.942,3.71E-06,62.5,30,7.5,0,0,0,0.373
28.896,29.156,7085.74,0.938,3.47E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.349
11.327,16.21,6831.1,0.88,1.91E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.192
11.223,14.976,6350.06,0.872,1.70E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.17
11.586,15.285,6346.05,0.87,1.68E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.167
11.761,15.784,5965.55,0.871,1.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.159
11.351,15.787,5916.65,0.875,1.63E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.161
10.834,15.526,5633.27,0.87,1.51E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.151
11.315,16.267,5658.73,0.871,1.52E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.152
11.368,14.413,5926.31,0.864,1.52E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.152
11.21,15.463,5665.58,0.868,1.48E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.147
11.771,15.612,5480.09,0.867,1.41E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.141
11.379,15.819,5351.31,0.867,1.41E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.141
10.741,15.055,5181.56,0.863,1.32E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.132
11.384,15.828,5123.61,0.864,1.33E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.134
10.843,15.416,5070.51,0.86,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.125
19.523,27.357,7839.55,0.943,3.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.396
19.132,27.165,7731.72,0.941,3.80E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.381
18.817,26.147,7712.13,0.94,3.77E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.38
18.875,26.478,7616.49,0.939,3.63E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.362
19.197,26.43,7582.79,0.939,3.63E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.363
18.866,26.012,7457.45,0.936,3.48E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.347
19.172,23.256,7379.44,0.935,3.46E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.345
18.368,25.71,7294.06,0.934,3.37E-06,62.5,30,7.5,0,0,0,0.334
19.359,27.151,7520.95,0.939,3.66E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.366
19.182,26.799,7419.78,0.937,3.53E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.354
18.783,26.217,7386.87,0.936,3.51E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.348
18.686,26.709,7284.35,0.934,3.39E-06,62.5,30,7.5,0,0,0,0.341
18.914,26.701,7334.68,0.935,3.39E-06,62.5,30,7.5,0,0,0,0.337
18.8,25.678,7203.82,0.934,3.26E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.326
18.556,25.421,7211.61,0.932,3.25E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.323
18.109,25.92,7114.15,0.929,3.15E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.317
13.232,14.933,6867.66,0.889,2.03E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.205
12.106,13.961,4997.25,0.866,1.30E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.129
21.182,23.592,7877.27,0.945,4.04E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.402
10.468,10.613,1071.27,0.539,3.49E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.035
10.042,10.453,875.901,0.562,2.90E-07,57.14285714,0,14.28571429,0,0,0.285714286,0.029
21.028,22.018,7938.57,0.929,3.11E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.309
9.812,13.039,6764.13,0.867,1.67E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.166
21.882,22.828,7865.61,0.942,3.70E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.372
16.504,19.669,7087.75,0.922,2.81E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.286
10.989,15.799,6703.1,0.886,1.91E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.19
10.645,14.381,4940.97,0.867,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.126
18.883,24.378,7804.8,0.946,3.93E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.395
16.903,22.701,7075.18,0.93,3.00E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.3
11.87,15.027,6806.59,0.883,1.90E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.19
10.654,15.211,6325.6,0.879,1.75E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.174
9.843,11.813,5877.25,0.86,1.47E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.145
9.671,12.196,5652.79,0.858,1.37E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.137
11.436,15.496,6020.24,0.875,1.61E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.161
10.549,15.006,5702.91,0.871,1.51E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.149
9.742,12.629,5482.57,0.855,1.30E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.128
10.196,12.22,5242.14,0.849,1.20E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.12
11.079,15.967,6375.78,0.881,1.77E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.177
6.21,6.435,739.214,0.468,2.25E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.022
10.3,13.933,5693.31,0.867,1.46E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.147
9.72,13.027,5315.09,0.859,1.33E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.134
10.712,14.756,5763.22,0.873,1.51E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.147
9.49,13.238,5453.18,0.855,1.30E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.129
10.019,13.293,5119.4,0.856,1.26E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.126
9.284,13.159,4979.07,0.852,1.18E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.117
17.326,19.512,7854.45,0.934,3.39E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.336
17.409,19.451,7676.06,0.933,3.29E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.331
19.888,24.517,7602.66,0.939,3.60E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.361
19.568,24.994,7477.21,0.938,3.53E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.354
16.433,18.356,7561.87,0.928,3.05E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.306
16.462,18.526,7388.2,0.927,2.98E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.295
19.454,23.656,7316.4,0.935,3.34E-06,62.5,30,7.5,0,0,0,0.33
17.611,20.116,7204,0.928,3.01E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.301
17.033,18.68,7733.93,0.928,3.08E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.306
16.351,17.912,7569.61,0.926,2.95E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.297
17.247,20.232,7511.39,0.931,3.13E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.311
15.9,17.289,7434.28,0.919,2.74E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.275
15.822,17.254,7286.02,0.917,2.65E-06,62.5,30,7.5,0,0,0,0.265
18.628,22.097,7255.66,0.932,3.14E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.313
24.797,25.279,6756.61,0.908,2.39E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.238
25.151,25.413,6496.93,0.907,2.27E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.227
25.505,25.901,5711.21,0.901,1.95E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.197
25.574,25.962,5573.52,0.9,1.86E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.187
22.462,23.167,5781.07,0.899,1.92E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.192
22.871,23.538,5606.9,0.897,1.85E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.186
23.284,23.873,4981.38,0.894,1.64E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.165
40.469,41.262,7885.89,0.957,5.05E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.506
40.245,41.044,7787.65,0.956,4.91E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.484
36.955,37.689,7574.85,0.952,4.48E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.452
37.717,38.311,7492.31,0.95,4.37E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.439
40.046,40.406,7437.34,0.953,4.54E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.452
39.85,40.211,7407.18,0.953,4.42E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.445
38.658,39.012,7213.14,0.948,4.09E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.41
38.772,39.495,7175.78,0.948,4.00E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.404
10.765,13.496,6760.14,0.871,1.76E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.176
9.844,12.547,4998.24,0.849,1.16E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.115
18.613,22.751,7870.78,0.941,3.65E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.363
17.682,21.28,7057.3,0.926,2.90E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.289
11.344,15.777,6712.52,0.885,1.93E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.192
10.747,15.327,4936.35,0.864,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.124
18.906,24.398,7866.81,0.944,3.93E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.391
18.687,25.002,7064.85,0.933,3.19E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.319
10.836,15.11,6710.14,0.881,1.86E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.189
11.112,15.865,4943.16,0.861,1.25E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.124
18.861,24.991,7845.95,0.944,3.85E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.381
17.542,23.248,7128.63,0.93,3.08E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.309
10.495,12.624,6720.13,0.871,1.76E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.175
9.94,12.623,5029.79,0.849,1.16E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.115
18.421,21.512,7884.53,0.94,3.63E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.359
17.513,20.544,7112.84,0.925,2.94E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.291
10.954,13.455,6846.89,0.877,1.82E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.181
9.687,12.323,5001.02,0.852,1.18E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.118
19.848,22.898,7884.85,0.941,3.72E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.372
17.307,20.894,7125.99,0.928,3.00E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.3
9.703,11.484,6649.48,0.869,1.73E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.173
9.514,12.017,5931.1,0.86,1.46E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.146
10.034,11.545,5816.59,0.86,1.47E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.147
9.602,11.814,5375.23,0.852,1.27E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.126
9.659,12.019,5434.27,0.851,1.26E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.124
9.652,11.745,5388.08,0.853,1.26E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.125
9.049,11.792,5047.39,0.845,1.11E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.11
17.736,19.893,7867.19,0.939,3.48E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.347
17.432,19.04,7511.75,0.934,3.22E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.323
16.373,19.573,7550.11,0.934,3.24E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.324
16.255,18.925,7314.95,0.929,3.02E-06,62.5,30,7.5,0,0,0,0.299
17.273,19.461,7532.59,0.935,3.23E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.325
16.832,18.481,7278.83,0.929,3.01E-06,62.5,30,7.5,0,0,0,0.301
16.161,19.736,7305.19,0.93,3.03E-06,62.5,30,7.5,0,0,0,0.3
16.159,18.801,7066.57,0.925,2.83E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.282
17.765,24.081,8590.56,0.925,3.07E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.307
10.29,16.735,7021.75,0.87,1.79E-06,58.33333333,31.25,10.41666667,0,0,0,0.178
17.329,22.077,8584.34,0.925,3.07E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.305
12.995,17.479,7034.97,0.871,1.79E-06,58.33333333,31.25,10.41666667,0,0,0,0.178
11.342,15.789,5552.15,0.845,1.24E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.124
11.012,15.065,5097,0.84,1.10E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.109
21.043,27.294,8002.24,0.937,3.47E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.348
18.981,24.792,6461.26,0.901,2.21E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.221
16.222,20.949,6841.51,0.904,2.30E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.231
15.444,20.914,6516.27,0.905,2.22E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.222
14.602,19.423,5780.58,0.899,1.88E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.187
14.686,19.97,5561.61,0.898,1.81E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.18
15.959,21.839,6175.89,0.906,2.12E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.209
14.718,21.068,6006.76,0.903,2.01E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.2
14.53,21.028,5353.25,0.898,1.76E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.174
14.502,21.053,5247.82,0.897,1.69E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.169
15.189,20.873,6343.43,0.899,2.04E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.205
15.043,20.282,6058.25,0.898,1.94E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.196
14.661,19.513,5442.74,0.895,1.72E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.172
14.557,19.806,5225.98,0.894,1.66E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.165
15.428,20.953,5825.01,0.898,1.88E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.188
15.729,21.137,5527.34,0.899,1.83E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.184
14.029,20.595,5125.66,0.894,1.61E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.162
14.548,21.295,4943.94,0.891,1.56E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.156
25.997,36.678,7938.76,0.957,4.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.495
25.855,36.385,7811.14,0.956,4.82E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.478
24.983,34.966,7614.29,0.952,4.45E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.441
24.673,35.091,7512.23,0.949,4.32E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.432
25.239,33.93,7717.9,0.954,4.63E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.462
25.317,33.427,7602.7,0.952,4.50E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.448
24.604,32.809,7406.12,0.95,4.20E-06,62.5,30,7.5,0,0,0,0.42
24.919,32.394,7354.91,0.948,4.05E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.403
25.974,36.698,7721.03,0.955,4.70E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.466
25.828,36.434,7615.9,0.954,4.58E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.453
24.705,34.43,7446.68,0.951,4.22E-06,62.5,30,7.5,0,0,0,0.423
25.242,33.706,7359.11,0.949,4.14E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.413
25.248,33.974,7513.69,0.951,4.41E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.447
25.037,33.612,7428.04,0.95,4.29E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.431
25.112,32.437,7262.9,0.945,3.98E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.394
24.255,32.568,7214.52,0.946,3.93E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.393
11.654,12.112,1076.3,0.547,3.45E-07,57.14285714,28.57142857,14.28571429,0,0,0,0.035
10.201,10.529,902.617,0.528,2.96E-07,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.029
11.905,12.137,867.612,0.527,2.86E-07,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.029
16.323,19.887,5947.92,0.892,1.79E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.176
12.999,17.642,5476.36,0.874,1.48E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.147
16.577,20.669,5532.25,0.889,1.64E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.162
15.681,19.268,5224.28,0.882,1.47E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.147
11.526,11.902,947.571,0.528,3.06E-07,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.03
10.415,10.568,792.217,0.512,2.68E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.027
11.911,12.173,710.227,0.51,2.52E-07,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.025
10.559,10.828,722.993,0.508,2.48E-07,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.025
14.016,19.337,5659.49,0.89,1.69E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.167
13.997,17.5,5330.02,0.874,1.43E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.144
13.928,17.524,5027.98,0.867,1.31E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.13
23.58,32.535,7941.83,0.949,4.39E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.443
26.208,34.524,7754.41,0.95,4.41E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.443
23.311,32.413,7678.66,0.947,4.15E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.411
25.824,34.291,7606.77,0.947,4.17E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.418
20.318,29.251,7419.3,0.938,3.61E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.36
23.46,31.993,7423.26,0.943,3.79E-06,62.5,30,7.5,0,0,0,0.376
20.248,29.022,7246.86,0.935,3.43E-06,62.5,30,7.5,0,0,0,0.343
22.132,31.087,7176.35,0.938,3.54E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.351
23.785,32.437,7829.64,0.948,4.26E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.425
26.446,34.442,7682.83,0.948,4.29E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.432
23.469,32.293,7590.17,0.946,4.03E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.406
26.052,34.23,7511.39,0.946,4.06E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.405
20.278,29.122,7399.5,0.936,3.49E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.349
19.52,27.837,7194.55,0.932,3.25E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.325
20.195,28.904,7169.41,0.934,3.33E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.335
22.22,31.012,7104.26,0.937,3.44E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.344
8.259,25.504,4725.69,0.845,1.45E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.146
8.771,24.599,4245.96,0.827,1.21E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.121
8.147,24.605,3935.34,0.818,1.07E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.108
8.416,25.242,3992.43,0.835,1.19E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.119
8.433,23.217,3712.61,0.824,1.04E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.104
8.156,24.715,3955.76,0.833,1.10E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.11
8.332,23.31,3493.16,0.816,9.39E-07,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.093
8.758,25.349,4492.38,0.841,1.36E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.135
7.937,22.497,4029.19,0.829,1.16E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.115
8.318,23.871,3774.73,0.816,1.01E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.102
8.516,29.531,3153.45,0.81,9.70E-07,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.097
7.944,25.079,3286.34,0.801,9.07E-07,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.09
8.15,25.278,3406.35,0.815,9.70E-07,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.097
15.595,46.811,5487.09,0.906,2.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.234
17.229,38.401,5778.83,0.907,2.41E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.242
15.119,38.438,5833.19,0.914,2.48E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.246
15.074,36.555,6055.22,0.911,2.51E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.251
14.232,53.344,7196.72,0.935,3.29E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.331
15.914,37.658,5305.3,0.898,2.15E-06,62.5,30,7.5,0,0,0,0.214
14.523,34.813,5583.67,0.902,2.29E-06,62.5,30,7.5,0,0,0,0.229
13.876,43.222,5453.71,0.902,2.22E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.22
15.376,54.624,7405.43,0.938,3.49E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.348
15.788,35.855,5964.99,0.911,2.48E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.247
14.864,39.661,5698.56,0.91,2.47E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.246
14.788,45.061,6074.49,0.913,2.53E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.255
15.234,53.824,6998.5,0.932,3.18E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.315
15.491,39.825,5617.56,0.911,2.47E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.249
14.315,36.875,5322.9,0.903,2.23E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.223
14.309,37.33,5641.33,0.905,2.28E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.228
19.543,22.81,6823.5,0.911,2.44E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.243
19.306,22.492,6545.56,0.909,2.30E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.225
17.725,20.29,5729.53,0.901,1.92E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.19
17.391,19.826,5519.28,0.899,1.82E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.181
17.092,22.354,6292.52,0.907,2.17E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.217
17.142,22.031,6096.13,0.905,2.05E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.203
15.843,20.028,5362.13,0.897,1.74E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.174
15.656,19.423,5280.67,0.894,1.65E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.164
20.201,24.346,6232.34,0.909,2.21E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.22
19.421,22.338,6019.71,0.906,2.10E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.211
18.102,24.132,5422.99,0.902,1.82E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.179
18.136,22.631,5186.47,0.9,1.75E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.175
19.127,22.907,5810.55,0.906,1.99E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.199
17.87,22.049,5626.97,0.903,1.90E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.19
18.061,22.984,5041.23,0.898,1.68E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.166
17.868,22.328,4933.47,0.896,1.61E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.162
32.084,38.051,7864.75,0.958,5.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.513
31.94,38.118,7799.56,0.957,4.99E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.5
33.04,37.958,7589.68,0.955,4.68E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.466
31.964,38.292,7474.22,0.953,4.56E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.458
31.521,38.355,7735.58,0.957,4.86E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.485
31.482,38.322,7629.64,0.955,4.73E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.474
32.468,37.775,7386.23,0.953,4.45E-06,62.5,30,7.5,0,0,0,0.441
31.716,38.113,7307.46,0.952,4.35E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.434
27.422,33.182,7695.66,0.954,4.65E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.462
