PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CO2-1 bar (mol/kg)
24.154,32.743,7428.95,0.949,1.12E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.100
25.679,32.416,7627.2,0.950,1.11E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.096
25.634,32.205,7482.31,0.948,1.13E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.106
25.024,32.027,7360.38,0.947,1.15E-05,62.5,30,7.5,0,0,0,1.134
25.127,32.066,7243.94,0.945,1.17E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.141
23.832,34.582,7758.77,0.952,1.08E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.071
23.946,33.764,7601.38,0.950,1.10E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.079
23.753,33.651,7467.16,0.949,1.12E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.102
23.665,33.371,7336.68,0.947,1.14E-05,62.5,30,7.5,0,0,0,1.109
24.684,32.494,7529.74,0.949,1.13E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.104
25.289,32.506,7387.56,0.947,1.15E-05,62.5,30,7.5,0,0,0,1.126
24.580,32.093,7301.5,0.945,1.17E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.148
24.517,32.182,7179.03,0.944,1.19E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.168
16.759,21.524,6785.29,0.905,9.08E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.918
16.732,19.690,6382.9,0.903,1.07E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.079
14.487,20.193,5336.16,0.892,1.32E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.366
14.357,19.294,5099.23,0.889,1.36E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.421
17.506,21.376,6302.4,0.903,1.10E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.124
17.189,19.837,5983.81,0.900,1.16E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.183
15.589,21.047,5068.42,0.889,1.33E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.400
14.811,19.675,4976.56,0.886,1.40E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.426
28.027,34.434,7846.96,0.954,1.10E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.113
27.931,34.505,7665.83,0.952,1.11E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.130
27.838,34.287,7343.26,0.948,1.17E-05,62.5,30,7.5,0,0,0,1.178
27.720,34.363,7202.47,0.946,1.19E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.186
26.346,34.142,7687.45,0.952,1.11E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.116
26.241,34.169,7581.68,0.950,1.12E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.121
26.535,34.015,7273.01,0.945,1.19E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.205
26.428,34.051,7131.64,0.943,1.20E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.226
20.587,31.550,6781.17,0.911,9.34E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.938
19.616,32.199,6115.86,0.908,1.16E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.176
19.294,31.171,6188.03,0.909,1.16E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.181
18.902,31.943,5656.5,0.904,1.37E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.414
19.633,29.335,5622.65,0.903,1.27E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.291
19.401,30.406,5168.87,0.901,1.35E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.391
19.377,29.810,5273.64,0.901,1.38E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.415
19.121,29.383,4912.09,0.897,1.44E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.474
33.105,51.163,7840.25,0.959,1.13E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.135
32.969,49.111,7669.14,0.957,1.16E-05,60,32,8,0,0,0,1.160
33.389,51.209,7621.23,0.957,1.15E-05,60,32,8,0,0,0,1.150
32.704,48.606,7457.75,0.954,1.19E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.187
32.330,50.233,7453.44,0.953,1.17E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.173
19.442,27.975,6743.64,0.908,9.49E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.931
18.061,23.873,5754.52,0.895,1.38E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.372
17.141,27.174,6199.99,0.904,1.17E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.146
16.481,24.125,5377.71,0.890,1.55E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.557
18.887,27.011,6124.92,0.903,1.18E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.173
17.351,23.806,5249.43,0.888,1.43E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.478
15.813,24.256,5014.62,0.887,1.50E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.533
27.988,43.173,7876.99,0.955,1.08E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.070
29.133,43.483,7485.75,0.951,1.15E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.126
29.990,43.486,7611.67,0.954,1.12E-05,60,32,8,0,0,0,1.102
29.368,43.403,7207.65,0.949,1.18E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.159
30.440,43.472,7680.64,0.954,1.11E-05,60,32,8,0,0,0,1.106
28.787,41.800,7331.53,0.948,1.17E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.159
30.243,42.663,7472.39,0.951,1.14E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.131
28.983,42.223,7078.27,0.946,1.21E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.196
13.645,19.442,6679.4,0.895,9.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.941
13.860,19.538,6418.51,0.894,1.07E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.104
10.847,14.353,5816.89,0.871,1.31E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.347
10.756,13.826,5592.17,0.868,1.41E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.452
13.765,19.844,6203.86,0.895,1.19E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.220
13.861,19.791,5992.51,0.894,1.26E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.326
13.827,19.296,5439.67,0.885,1.48E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.551
14.451,19.124,5319.59,0.883,1.57E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.657
13.378,19.440,6126.73,0.890,1.12E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.177
13.885,19.544,5916.94,0.889,1.21E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.252
10.961,14.954,5434.77,0.866,1.39E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.436
10.316,14.469,5257.01,0.864,1.47E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.504
14.271,19.732,5808.38,0.891,1.36E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.426
14.364,19.833,5562.28,0.890,1.38E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.423
10.302,13.143,5050.35,0.856,1.60E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.627
21.250,31.344,7795.37,0.950,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.045
23.105,32.529,7762.89,0.950,1.06E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.075
25.568,31.622,7498.66,0.949,1.12E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.115
25.433,31.590,7386.06,0.948,1.14E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.147
18.819,27.718,7700.17,0.943,1.04E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.069
19.476,28.477,7536.04,0.942,1.07E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.072
22.756,31.474,7335.26,0.942,1.13E-05,62.5,30,7.5,0,0,0,1.141
22.280,31.256,7230.77,0.941,1.14E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.159
20.344,30.576,7599.9,0.946,1.06E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.072
21.262,31.019,7523.22,0.946,1.08E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.090
25.198,31.420,7330.67,0.947,1.15E-05,62.5,30,7.5,0,0,0,1.179
24.646,31.415,7172.98,0.946,1.16E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.162
19.652,28.406,7456.46,0.942,1.08E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.085
18.645,27.633,7384.78,0.939,1.09E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.094
22.751,31.380,7189.5,0.940,1.15E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.171
22.829,31.441,7109.56,0.939,1.17E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.188
20.189,29.148,6686.64,0.911,9.37E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.958
18.193,29.188,6363.45,0.908,1.10E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.131
18.921,26.649,5406.36,0.899,1.33E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.378
18.830,26.349,5186.47,0.897,1.38E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.411
20.178,26.764,6287.91,0.908,1.08E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.103
18.155,26.463,6006.12,0.906,1.18E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.223
19.204,26.277,5153.57,0.896,1.38E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,1.450
18.803,26.389,5032.53,0.895,1.41E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.464
33.734,45.336,7951.81,0.957,1.10E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.103
33.899,45.251,7800.29,0.956,1.12E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.130
31.299,45.770,7346.36,0.951,1.19E-05,62.5,30,7.5,0,0,0,1.201
31.908,45.727,7223.52,0.950,1.21E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.218
33.514,45.146,7791.41,0.956,1.12E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.131
33.742,45.066,7638.09,0.954,1.14E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.157
31.130,45.016,7238.89,0.950,1.21E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.228
31.743,44.964,7129.37,0.948,1.23E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.244
16.463,18.099,6677.62,0.885,1.06E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.088
16.637,18.487,5820.38,0.881,1.91E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.887
16.029,17.774,6134.41,0.877,1.40E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.420
16.988,19.019,5328.51,0.877,1.91E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,2.007
15.130,17.449,6184.98,0.874,1.34E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.404
12.016,17.911,4961.85,0.861,2.41E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,2.333
14.205,16.587,5737.28,0.864,1.53E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.592
26.422,29.651,7812.72,0.944,1.03E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.016
25.680,28.130,7367.58,0.938,1.12E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.099
26.431,29.662,7582.76,0.941,1.06E-05,60,32,8,0,0,0,1.047
25.512,27.845,7203.19,0.934,1.15E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.127
27.264,30.575,7601.95,0.943,1.07E-05,60,32,8,0,0,0,1.051
26.573,28.886,7221.88,0.936,1.16E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.140
27.162,30.466,7410.69,0.939,1.10E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.083
26.347,28.593,7067.9,0.933,1.18E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.165
17.861,22.778,6719.96,0.893,9.61E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.981
17.512,22.107,6088.19,0.887,1.21E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.229
17.300,21.932,6051.3,0.887,1.24E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.269
17.444,22.008,5613.52,0.881,1.37E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.390
17.803,20.343,5811.59,0.882,1.50E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.523
17.258,21.704,5423.64,0.877,1.56E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.595
17.084,22.339,5339.62,0.878,1.81E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.814
17.502,22.287,5003.27,0.871,1.77E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.823
29.268,35.773,7821.52,0.948,1.04E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.025
28.731,35.589,7611.69,0.945,1.07E-05,60,32,8,0,0,0,1.053
28.270,35.774,7607.72,0.946,1.09E-05,60,32,8,0,0,0,1.080
28.072,35.588,7422.21,0.942,1.11E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.093
29.460,36.046,7397.62,0.942,1.11E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.089
28.858,35.699,7241.64,0.939,1.13E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.107
28.487,35.842,7216.46,0.940,1.15E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.125
28.290,35.648,7089.95,0.938,1.18E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.141
20.760,21.847,6798.14,0.908,9.31E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.967
20.457,21.921,6102.47,0.902,1.35E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.343
19.022,21.979,6271.54,0.906,1.20E-05,57.14285714,21.42857143,14.28571429,0,0,0.071428571,1.204
18.639,22.653,5687.83,0.900,1.50E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.472
19.562,21.304,5753.73,0.901,1.28E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,1.280
19.595,21.274,5239.73,0.895,1.44E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.444
18.393,21.156,5277.94,0.899,1.35E-05,57.14285714,7.142857143,14.28571429,0,0,0.214285714,1.374
18.253,21.632,4927.49,0.891,1.45E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.435
32.713,34.539,7930.1,0.956,1.10E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.081
32.946,34.391,7690.32,0.954,1.14E-05,60,32,8,0,0,0,1.113
32.933,35.233,7652.04,0.953,1.14E-05,60,32,8,0,0,0,1.107
33.243,35.120,7499.56,0.951,1.17E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.141
32.192,34.069,7562.27,0.952,1.15E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.117
32.554,33.954,7368.43,0.950,1.19E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.163
32.664,34.470,7340.84,0.949,1.19E-05,62.96296296,29.62962963,7.407407407,0,0,0,1.171
33.161,34.439,7183.21,0.947,1.22E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.187
16.038,17.192,5229.92,0.828,1.36E-05,60,32,8,0,0,0,1.318
18.895,24.154,5072.78,0.831,2.27E-05,59.73154362,32.2147651,8.053691275,0,0,0,2.320
18.754,24.532,5178.82,0.837,2.10E-05,59.06040268,32.2147651,8.053691275,0,0.006711409,0,2.216
12.683,17.866,6072.45,0.870,1.04E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.050
7.134,11.283,5054.98,0.771,2.21E-05,60,32,8,0,0,0,2.294
22.798,28.246,6038.75,0.896,1.09E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.104
15.759,18.895,5186.76,0.828,2.18E-05,60,32,8,0,0,0,2.149
10.952,31.250,6113.15,0.884,1.10E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.112
23.336,45.594,6600.17,0.934,1.01E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.028
20.962,45.435,6356.35,0.933,1.11E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.124
21.118,45.415,5484.34,0.928,1.28E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.280
18.859,45.170,5434.66,0.927,1.32E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.308
22.734,42.886,5724.21,0.929,1.31E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.306
20.346,42.863,5533.56,0.927,1.35E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.339
20.437,42.891,4989.31,0.923,1.43E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.433
18.534,42.928,4893.99,0.922,1.45E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.450
37.687,70.463,7822.39,0.969,1.28E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.272
37.978,70.997,7712.18,0.967,1.28E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.261
35.853,69.719,7432.72,0.965,1.30E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.284
37.351,70.712,7358.17,0.965,1.31E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.277
34.716,69.585,7410.84,0.966,1.30E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.271
35.246,69.741,7339.18,0.965,1.31E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.280
36.496,69.792,7127.87,0.963,1.34E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.326
36.876,69.897,7045.63,0.962,1.35E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.329
47.080,58.044,6599.31,0.951,1.12E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.119
45.884,55.378,4824.52,0.942,1.60E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.651
28.233,47.902,6624.71,0.937,1.02E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.030
25.754,47.651,6334.21,0.935,1.11E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,1.131
24.925,48.584,5770.01,0.931,1.34E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.322
24.480,48.797,5592.62,0.928,1.33E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.349
25.767,45.763,6114.79,0.934,1.19E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.209
25.795,46.366,5903.28,0.932,1.26E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.244
25.294,46.229,5400.09,0.928,1.44E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.449
24.177,46.554,5262.67,0.926,1.44E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.456
28.223,45.580,6129,0.934,1.18E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,1.180
26.001,45.450,5907.29,0.932,1.22E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.210
25.467,45.490,5404.05,0.928,1.39E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,1.384
24.339,45.878,5291.62,0.926,1.39E-05,57.14285714,6.349206349,14.28571429,0,0,0.222222222,1.402
25.795,45.378,5752.05,0.931,1.32E-05,57.14285714,15.87301587,14.28571429,0,0,0.126984127,1.325
25.703,45.078,5527.66,0.929,1.35E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,1.367
24.867,45.799,5115.47,0.925,1.48E-05,57.14285714,3.174603175,14.28571429,0,0,0.253968254,1.536
23.884,45.820,5010.85,0.923,1.49E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.505
43.716,74.815,7723.3,0.969,1.30E-05,59.09090909,32.72727273,8.181818182,0,0,0,1.259
44.250,73.519,7440.05,0.966,1.32E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.283
44.300,73.419,7376.4,0.966,1.33E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.308
43.402,74.562,7601.23,0.968,1.30E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.284
43.612,74.289,7513.63,0.968,1.31E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.279
43.469,73.529,7255.06,0.965,1.33E-05,62.5,30,7.5,0,0,0,1.310
43.359,73.379,7182.41,0.964,1.34E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.332
43.522,74.069,7610.13,0.968,1.30E-05,59.82142857,32.14285714,8.035714286,0,0,0,1.272
43.582,73.985,7529.38,0.968,1.31E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.268
44.281,72.852,7284.13,0.965,1.33E-05,62.5,30,7.5,0,0,0,1.302
44.248,72.671,7208.99,0.965,1.34E-05,63.1147541,29.50819672,7.37704918,0,0,0,1.314
43.396,74.006,7405.92,0.967,1.32E-05,61.20689655,31.03448276,7.75862069,0,0,0,1.293
43.316,73.723,7327.42,0.966,1.32E-05,61.86440678,30.50847458,7.627118644,0,0,0,1.309
43.357,72.659,7101.49,0.964,1.35E-05,63.70967742,29.03225806,7.258064516,0,0,0,1.327
43.271,72.678,7040.23,0.963,1.36E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.351
25.467,45.029,6615.72,0.926,1.02E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.009
22.200,43.661,4935,0.912,1.55E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.599
38.764,71.300,7904.01,0.965,1.22E-05,58.33333333,33.33333333,8.333333333,0,0,0,1.212
39.312,68.443,7051.62,0.958,1.31E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.314
8.607,20.941,5288.82,0.845,1.27E-05,58.37104072,32.57918552,9.049773756,0,0,0,1.330
29.878,37.919,6613.86,0.937,1.04E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.052
27.580,34.716,5038.17,0.925,1.52E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.526
46.217,58.673,6967.09,0.963,1.38E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.356
29.132,51.696,6602.89,0.942,1.06E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.055
25.719,48.712,4959.06,0.930,1.52E-05,57.14285714,0,14.28571429,0,0,0.285714286,1.556
45.339,79.551,6975.41,0.965,1.42E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.419
12.675,17.682,6082.34,0.869,1.04E-05,58.53658537,31.70731707,9.756097561,0,0,0,1.048
8.222,10.868,5427.9,0.778,1.95E-05,60,32,8,0,0,0,2.064
8.692,12.938,5399.13,0.810,1.32E-05,58.37104072,32.57918552,9.049773756,0,0,0,1.359
18.453,23.208,6686.48,0.875,1.37E-05,57.14285714,28.57142857,14.28571429,0,0,0,1.411
18.375,23.114,6052.78,0.872,2.63E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,2.246
15.418,22.366,5982.82,0.869,1.97E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,1.965
15.130,22.285,5535,0.865,2.72E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,2.635
15.015,24.165,5893.37,0.870,2.45E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.525
15.864,23.139,5397.36,0.865,3.00E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,2.974
13.841,22.434,5379.95,0.863,2.59E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.770
13.694,21.966,5035.85,0.859,2.80E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,2.959
16.476,21.359,6145.91,0.869,1.63E-05,57.14285714,23.80952381,14.28571429,0,0,0.047619048,1.692
16.113,21.353,5559.86,0.864,2.63E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,2.379
15.688,21.430,5527.35,0.862,2.31E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,2.249
15.693,21.356,5069.32,0.858,2.89E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,2.825
16.190,23.014,5456.14,0.864,3.41E-05,57.14285714,14.28571429,14.28571429,0,0,0.142857143,3.231
16.336,22.311,5068.87,0.858,4.01E-05,57.14285714,9.523809524,14.28571429,0,0,0.19047619,3.737
14.832,21.949,5090.59,0.858,2.85E-05,57.14285714,4.761904762,14.28571429,0,0,0.238095238,3.038
14.621,22.028,4755.71,0.852,3.47E-05,57.14285714,0,14.28571429,0,0,0.285714286,3.561
27.989,38.197,7899.74,0.942,1.00E-05,58.33333333,33.33333333,8.333333333,0,0,0,0.999
27.838,37.883,7743.58,0.940,1.03E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.025
29.221,37.954,7579.6,0.938,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.037
27.013,37.681,7455.06,0.936,1.07E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.073
30.183,36.877,7569.8,0.937,1.06E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.063
29.945,36.737,7464.3,0.934,1.08E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.092
28.289,37.230,7287.52,0.931,1.12E-05,62.5,30,7.5,0,0,0,1.128
28.172,37.104,7195.93,0.929,1.14E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.146
27.874,37.960,7734.03,0.940,1.03E-05,59.45945946,32.43243243,8.108108108,0,0,0,1.031
27.698,37.493,7594.45,0.937,1.05E-05,60.52631579,31.57894737,7.894736842,0,0,0,1.049
27.559,37.214,7460.68,0.935,1.07E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.074
27.425,37.031,7339.73,0.932,1.10E-05,62.5,30,7.5,0,0,0,1.093
29.015,36.453,7423.04,0.934,1.10E-05,61.53846154,30.76923077,7.692307692,0,0,0,1.109
28.902,36.419,7319.81,0.932,1.12E-05,62.5,30,7.5,0,0,0,1.125
29.276,36.438,7161.78,0.929,1.16E-05,63.41463415,29.26829268,7.317073171,0,0,0,1.164
28.918,36.136,7070.18,0.928,1.18E-05,64.28571429,28.57142857,7.142857143,0,0,0,1.182
