PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KCH4 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,CH4-1 bar (mol/kg)
18.216,18.424,5923.81,0.887,5.34E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.539
15.64,16.584,5360.65,0.88,4.86E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.484
17.914,18.351,5348.64,0.879,4.85E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.48
15.737,16.516,4952.2,0.874,4.45E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.446
28.925,29.101,7895.06,0.949,7.70E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.766
29.154,29.364,7606.44,0.945,7.60E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.761
28.767,29.058,7551.16,0.945,7.67E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.769
29.029,29.279,7297.51,0.942,7.62E-06,62.5,30,7.5,0,0,0,0.759
28.818,28.922,7617.63,0.946,7.64E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.773
29.026,29.237,7330.8,0.942,7.58E-06,62.5,30,7.5,0,0,0,0.756
28.738,28.837,7291.93,0.942,7.63E-06,62.5,30,7.5,0,0,0,0.76
28.896,29.156,7085.74,0.938,7.59E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.745
11.327,16.21,6831.1,0.88,5.99E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.6
11.223,14.976,6350.06,0.872,5.63E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.565
11.586,15.285,6346.05,0.87,5.68E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.567
11.761,15.784,5965.55,0.871,5.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.543
11.351,15.787,5916.65,0.875,5.33E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.536
10.834,15.526,5633.27,0.87,5.06E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.512
11.315,16.267,5658.73,0.871,5.10E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.513
11.368,14.413,5926.31,0.864,5.45E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
11.21,15.463,5665.58,0.868,5.13E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.51
11.771,15.612,5480.09,0.867,4.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.486
11.379,15.819,5351.31,0.867,4.89E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.487
10.741,15.055,5181.56,0.863,4.65E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.467
11.384,15.828,5123.61,0.864,4.75E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.475
10.843,15.416,5070.51,0.86,4.42E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.444
19.523,27.357,7839.55,0.943,7.40E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.741
19.132,27.165,7731.72,0.941,7.35E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.733
18.817,26.147,7712.13,0.94,7.33E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.736
18.875,26.478,7616.49,0.939,7.30E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.735
19.197,26.43,7582.79,0.939,7.34E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.735
18.866,26.012,7457.45,0.936,7.33E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.735
19.172,23.256,7379.44,0.935,7.30E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.73
18.368,25.71,7294.06,0.934,7.32E-06,62.5,30,7.5,0,0,0,0.738
19.359,27.151,7520.95,0.939,7.35E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.734
19.182,26.799,7419.78,0.937,7.33E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.734
18.783,26.217,7386.87,0.936,7.29E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.738
18.686,26.709,7284.35,0.934,7.28E-06,62.5,30,7.5,0,0,0,0.731
18.914,26.701,7334.68,0.935,7.34E-06,62.5,30,7.5,0,0,0,0.744
18.8,25.678,7203.82,0.934,7.31E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.729
18.556,25.421,7211.61,0.932,7.32E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.73
18.109,25.92,7114.15,0.929,7.32E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.735
13.232,14.933,6867.66,0.889,5.89E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.587
12.106,13.961,4997.25,0.866,4.45E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
21.182,23.592,7877.27,0.945,7.47E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.745
10.468,10.613,1071.27,0.539,1.32E-05,57.14285714,28.57142857,14.28571429,0,0,0,0.886
10.042,10.453,875.901,0.562,1.01E-05,57.14285714,0,14.28571429,0,0,0.285714286,0.599
21.028,22.018,7938.57,0.929,6.61E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.661
9.812,13.039,6764.13,0.867,6.25E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.629
21.882,22.828,7865.61,0.942,7.14E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.712
16.504,19.669,7087.75,0.922,7.02E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.708
10.989,15.799,6703.1,0.886,5.99E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.603
10.645,14.381,4940.97,0.867,4.50E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.452
18.883,24.378,7804.8,0.946,7.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.741
16.903,22.701,7075.18,0.93,7.19E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.717
11.87,15.027,6806.59,0.883,5.90E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.587
10.654,15.211,6325.6,0.879,5.55E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.552
9.843,11.813,5877.25,0.86,5.35E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.539
9.671,12.196,5652.79,0.858,5.07E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.507
11.436,15.496,6020.24,0.875,5.23E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.523
10.549,15.006,5702.91,0.871,5.04E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.504
9.742,12.629,5482.57,0.855,4.79E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.477
10.196,12.22,5242.14,0.849,4.60E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.459
11.079,15.967,6375.78,0.881,5.63E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.564
6.21,6.435,739.214,0.468,9.39E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.735
10.3,13.933,5693.31,0.867,5.03E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.504
9.72,13.027,5315.09,0.859,4.87E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.488
10.712,14.756,5763.22,0.873,5.00E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.501
9.49,13.238,5453.18,0.855,4.86E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.493
10.019,13.293,5119.4,0.856,4.65E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.466
9.284,13.159,4979.07,0.852,4.44E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.444
17.326,19.512,7854.45,0.934,6.83E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.682
17.409,19.451,7676.06,0.933,6.85E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.684
19.888,24.517,7602.66,0.939,7.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.731
19.568,24.994,7477.21,0.938,7.36E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.735
16.433,18.356,7561.87,0.928,6.74E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.673
16.462,18.526,7388.2,0.927,6.78E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.682
19.454,23.656,7316.4,0.935,7.27E-06,62.5,30,7.5,0,0,0,0.729
17.611,20.116,7204,0.928,7.07E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.705
17.033,18.68,7733.93,0.928,6.66E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.672
16.351,17.912,7569.61,0.926,6.65E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.661
17.247,20.232,7511.39,0.931,6.98E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.697
15.9,17.289,7434.28,0.919,6.58E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.66
15.822,17.254,7286.02,0.917,6.60E-06,62.5,30,7.5,0,0,0,0.667
18.628,22.097,7255.66,0.932,7.21E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.724
24.797,25.279,6756.61,0.908,6.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.628
25.151,25.413,6496.93,0.907,5.97E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.599
25.505,25.901,5711.21,0.901,5.33E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.529
25.574,25.962,5573.52,0.9,5.12E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.507
22.462,23.167,5781.07,0.899,5.33E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.53
22.871,23.538,5606.9,0.897,5.17E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.514
23.284,23.873,4981.38,0.894,4.77E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.478
40.469,41.262,7885.89,0.957,8.45E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.847
40.245,41.044,7787.65,0.956,8.40E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.842
36.955,37.689,7574.85,0.952,8.24E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.827
37.717,38.311,7492.31,0.95,8.22E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.819
40.046,40.406,7437.34,0.953,8.25E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.824
39.85,40.211,7407.18,0.953,8.21E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.822
38.658,39.012,7213.14,0.948,8.17E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.818
38.772,39.495,7175.78,0.948,8.14E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.819
10.765,13.496,6760.14,0.871,6.07E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.604
9.844,12.547,4998.24,0.849,4.53E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.454
18.613,22.751,7870.78,0.941,7.08E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.705
17.682,21.28,7057.3,0.926,7.10E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.709
11.344,15.777,6712.52,0.885,5.97E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.602
10.747,15.327,4936.35,0.864,4.51E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.45
18.906,24.398,7866.81,0.944,7.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.739
18.687,25.002,7064.85,0.933,7.37E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.739
10.836,15.11,6710.14,0.881,6.04E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.607
11.112,15.865,4943.16,0.861,4.59E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.46
18.861,24.991,7845.95,0.944,7.31E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.729
17.542,23.248,7128.63,0.93,7.29E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.732
10.495,12.624,6720.13,0.871,5.97E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.594
9.94,12.623,5029.79,0.849,4.44E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.446
18.421,21.512,7884.53,0.94,7.06E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.711
17.513,20.544,7112.84,0.925,7.12E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.717
10.954,13.455,6846.89,0.877,5.99E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.6
9.687,12.323,5001.02,0.852,4.57E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.457
19.848,22.898,7884.85,0.941,7.15E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.711
17.307,20.894,7125.99,0.928,7.22E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.717
9.703,11.484,6649.48,0.869,6.00E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.597
9.514,12.017,5931.1,0.86,5.34E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.535
10.034,11.545,5816.59,0.86,5.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.537
9.602,11.814,5375.23,0.852,4.88E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.482
9.659,12.019,5434.27,0.851,4.86E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.485
9.652,11.745,5388.08,0.853,4.88E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.487
9.049,11.792,5047.39,0.845,4.45E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
17.736,19.893,7867.19,0.939,6.92E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.687
17.432,19.04,7511.75,0.934,6.91E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.686
16.373,19.573,7550.11,0.934,6.94E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.691
16.255,18.925,7314.95,0.929,6.94E-06,62.5,30,7.5,0,0,0,0.685
17.273,19.461,7532.59,0.935,6.91E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.689
16.832,18.481,7278.83,0.929,6.91E-06,62.5,30,7.5,0,0,0,0.687
16.161,19.736,7305.19,0.93,6.97E-06,62.5,30,7.5,0,0,0,0.692
16.159,18.801,7066.57,0.925,6.98E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.688
17.765,24.081,8590.56,0.925,6.49E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.643
10.29,16.735,7021.75,0.87,6.21E-06,58.33333333,31.25,10.41666667,0,0,0,0.622
17.329,22.077,8584.34,0.925,6.50E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.652
12.995,17.479,7034.97,0.871,6.22E-06,58.33333333,31.25,10.41666667,0,0,0,0.622
11.342,15.789,5552.15,0.845,5.43E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.54
11.012,15.065,5097,0.84,4.80E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.484
21.043,27.294,8002.24,0.937,6.90E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.679
18.981,24.792,6461.26,0.901,6.73E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.657
16.222,20.949,6841.51,0.904,6.07E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.605
15.444,20.914,6516.27,0.905,5.85E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.586
14.602,19.423,5780.58,0.899,5.19E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.521
14.686,19.97,5561.61,0.898,5.02E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.5
15.959,21.839,6175.89,0.906,5.64E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.563
14.718,21.068,6006.76,0.903,5.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.541
14.53,21.028,5353.25,0.898,4.89E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.488
14.502,21.053,5247.82,0.897,4.72E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.471
15.189,20.873,6343.43,0.899,5.55E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.554
15.043,20.282,6058.25,0.898,5.36E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.539
14.661,19.513,5442.74,0.895,4.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.483
14.557,19.806,5225.98,0.894,4.74E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.475
15.428,20.953,5825.01,0.898,5.20E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.517
15.729,21.137,5527.34,0.899,5.09E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.508
14.029,20.595,5125.66,0.894,4.60E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.461
14.548,21.295,4943.94,0.891,4.51E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.448
25.997,36.678,7938.76,0.957,8.32E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.833
25.855,36.385,7811.14,0.956,8.28E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.826
24.983,34.966,7614.29,0.952,8.18E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.816
24.673,35.091,7512.23,0.949,8.16E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.814
25.239,33.93,7717.9,0.954,8.18E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.818
25.317,33.427,7602.7,0.952,8.14E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.809
24.604,32.809,7406.12,0.95,8.12E-06,62.5,30,7.5,0,0,0,0.816
24.919,32.394,7354.91,0.948,8.06E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.807
25.974,36.698,7721.03,0.955,8.23E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.821
25.828,36.434,7615.9,0.954,8.18E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.822
24.705,34.43,7446.68,0.951,8.11E-06,62.5,30,7.5,0,0,0,0.812
25.242,33.706,7359.11,0.949,8.12E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.816
25.248,33.974,7513.69,0.951,8.13E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.817
25.037,33.612,7428.04,0.95,8.08E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.81
25.112,32.437,7262.9,0.945,8.05E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.8
24.255,32.568,7214.52,0.946,8.08E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.808
11.654,12.112,1076.3,0.547,1.83E-05,57.14285714,28.57142857,14.28571429,0,0,0,0.938
10.201,10.529,902.617,0.528,1.76E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.844
11.905,12.137,867.612,0.527,1.65E-05,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.819
16.323,19.887,5947.92,0.892,5.24E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.524
12.999,17.642,5476.36,0.874,4.90E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.486
16.577,20.669,5532.25,0.889,4.92E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.494
15.681,19.268,5224.28,0.882,4.69E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.469
11.526,11.902,947.571,0.528,2.05E-05,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.929
10.415,10.568,792.217,0.512,2.34E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.862
11.911,12.173,710.227,0.51,1.36E-05,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.726
10.559,10.828,722.993,0.508,2.13E-05,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.796
14.016,19.337,5659.49,0.89,5.11E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.506
13.997,17.5,5330.02,0.874,4.81E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.48
13.928,17.524,5027.98,0.867,4.56E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.454
23.58,32.535,7941.83,0.949,7.76E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.777
26.208,34.524,7754.41,0.95,7.98E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.794
23.311,32.413,7678.66,0.947,7.71E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.766
25.824,34.291,7606.77,0.947,7.92E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.792
20.318,29.251,7419.3,0.938,7.36E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.74
23.46,31.993,7423.26,0.943,7.71E-06,62.5,30,7.5,0,0,0,0.77
20.248,29.022,7246.86,0.935,7.34E-06,62.5,30,7.5,0,0,0,0.728
22.132,31.087,7176.35,0.938,7.62E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.758
23.785,32.437,7829.64,0.948,7.70E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.768
26.446,34.442,7682.83,0.948,7.92E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.795
23.469,32.293,7590.17,0.946,7.66E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.762
26.052,34.23,7511.39,0.946,7.87E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.791
20.278,29.122,7399.5,0.936,7.33E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.726
19.52,27.837,7194.55,0.932,7.26E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.723
20.195,28.904,7169.41,0.934,7.31E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.728
22.22,31.012,7104.26,0.937,7.59E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.76
8.259,25.504,4725.69,0.845,7.57E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.742
8.771,24.599,4245.96,0.827,7.62E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.734
8.147,24.605,3935.34,0.818,7.06E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.689
8.416,25.242,3992.43,0.835,6.56E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.639
8.433,23.217,3712.61,0.824,7.05E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.666
8.156,24.715,3955.76,0.833,6.64E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.64
8.332,23.31,3493.16,0.816,6.25E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.605
8.758,25.349,4492.38,0.841,6.95E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.677
7.937,22.497,4029.19,0.829,6.94E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.675
8.318,23.871,3774.73,0.816,6.72E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.658
8.516,29.531,3153.45,0.81,6.47E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.625
7.944,25.079,3286.34,0.801,6.87E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.65
8.15,25.278,3406.35,0.815,6.24E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.602
15.595,46.811,5487.09,0.906,7.05E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.7
17.229,38.401,5778.83,0.907,7.27E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.712
15.119,38.438,5833.19,0.914,7.00E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.696
15.074,36.555,6055.22,0.911,7.32E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.72
14.232,53.344,7196.72,0.935,7.69E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.755
15.914,37.658,5305.3,0.898,7.19E-06,62.5,30,7.5,0,0,0,0.697
14.523,34.813,5583.67,0.902,7.38E-06,62.5,30,7.5,0,0,0,0.709
13.876,43.222,5453.71,0.902,7.74E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.743
15.376,54.624,7405.43,0.938,7.62E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.749
15.788,35.855,5964.99,0.911,7.07E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.688
14.864,39.661,5698.56,0.91,7.45E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.735
14.788,45.061,6074.49,0.913,7.48E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.734
15.234,53.824,6998.5,0.932,7.91E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.768
15.491,39.825,5617.56,0.911,7.84E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.76
14.315,36.875,5322.9,0.903,7.34E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.716
14.309,37.33,5641.33,0.905,7.86E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.752
19.543,22.81,6823.5,0.911,6.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.621
19.306,22.492,6545.56,0.909,5.90E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.594
17.725,20.29,5729.53,0.901,5.22E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.52
17.391,19.826,5519.28,0.899,5.07E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.505
17.092,22.354,6292.52,0.907,5.64E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.565
17.142,22.031,6096.13,0.905,5.42E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.546
15.843,20.028,5362.13,0.897,4.90E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.486
15.656,19.423,5280.67,0.894,4.70E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.471
20.201,24.346,6232.34,0.909,5.73E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.572
19.421,22.338,6019.71,0.906,5.52E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.552
18.102,24.132,5422.99,0.902,4.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.495
18.136,22.631,5186.47,0.9,4.83E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.486
19.127,22.907,5810.55,0.906,5.32E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.53
17.87,22.049,5626.97,0.903,5.15E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.512
18.061,22.984,5041.23,0.898,4.71E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.469
17.868,22.328,4933.47,0.896,4.58E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.458
32.084,38.051,7864.75,0.958,8.49E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.843
31.94,38.118,7799.56,0.957,8.44E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.853
33.04,37.958,7589.68,0.955,8.42E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.85
31.964,38.292,7474.22,0.953,8.38E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.839
31.521,38.355,7735.58,0.957,8.38E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.834
31.482,38.322,7629.64,0.955,8.34E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.832
32.468,37.775,7386.23,0.953,8.35E-06,62.5,30,7.5,0,0,0,0.848
31.716,38.113,7307.46,0.952,8.31E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.835
27.422,33.182,7695.66,0.954,8.20E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.821
